SN,STATE NAME,DISTRICT NAME,STATION NAME,CLASS,LAT,LON,HEIGHT(MTR),CATCH
1733,ORISSA,BALASORE,SORO, ,21.17,86.42, ,322
1734,ORISSA,BALASORE,BALASORE,OBSY,21.30,86.56,0020,322
1735,ORISSA,BALASORE,RAJ-NILGIRI, ,21.27,86.46, ,322
1736,ORISSA,BALASORE,NH5 GOBINDPUR, ,21.33,86.55, ,322
1737,ORISSA,BALASORE,JALLESORE, ,21.49,87.13,0022,322
1738,ORISSA,BALASORE,BHOGRAI, ,21.40,87.22, ,322
1739,ORISSA,BALASORE,RAJGHAT,HYDRO,21.47,87.10, ,322
1740,ORISSA,BARGARH,AMBABHONA, ,21.35,83.28, ,319
1741,ORISSA,BARGARH,PAIKMAL,HYDRO,20.56,82.50,0325,320
1742,ORISSA,BARGARH,BARGARH, ,21.20,83.37, ,320
1743,ORISSA,BARGARH,PADAMPUR, ,21.00,83.00, ,320
1744,ORISSA,BARGARH,BIJEPUR, ,21.11,83.28, ,320
1745,ORISSA,BARGARH,SOHELA,HYDRO,21.18,83.24,0218,320
1746,ORISSA,BHADRAK,AKHUAPADA, ,20.56,86.17, ,321
1747,ORISSA,BHADRAK,CHANDBALI,OBSY,20.47,86.44,0006,321
1748,ORISSA,BHADRAK,BONTH, ,21.30,86.30,0021,322
1749,ORISSA,BOUDH,BOUDHGARH, ,20.50,84.19, ,320
1750,ORISSA,BOUDH,HARABHANGA, ,20.38,84.37, ,320
1751,ORISSA,BOUDH,KANTAMAL, , . , . , , 
1752,ORISSA,CUTTACK,CUTTACK, ,20.28,85.52, ,320
1753,ORISSA,CUTTACK,NARSINGHPUR, ,20.27,85.05, ,320
1754,ORISSA,CUTTACK,NARAJ,HYDRO,20.25,85.41, ,320
1755,ORISSA,CUTTACK,ATHGARH, ,20.30,85.35, ,320
1756,ORISSA,CUTTACK,MUNDALI, , . , . , , 
1757,ORISSA,DEOGARH,DEOGARH,HYDRO,21.83,84.44,0012,321
1758,ORISSA,DEOGARH,BARKOTE, ,21.33,85.01, ,321
1759,ORISSA,DEOGARH,REAMAL, , . , . , , 
1760,ORISSA,DHENKANAL,DHENKANAL, ,20.40,85.36,0250,321
1761,ORISSA,DHENKANAL,KAMAKHYANAGAR, ,20.56,85.33,0069,321
1762,ORISSA,DHENKANAL,HINDOL, ,20.37,85.12, ,321
1763,ORISSA,DHENKANAL,ALTUMA CWC, ,20.56,85.31, ,321
1764,ORISSA,DHENKANAL,KHAIRAMAL, , . , . , , 
1765,ORISSA,GAJAPATI,KASHINAGAR,HYDRO,18.50,83.52,0055,318
1766,ORISSA,GAJAPATI,PARALAKHEMUNDI, ,18.47,84.06,0055,318
1767,ORISSA,GAJAPATI,R.UDAIGIRI,HYDRO,19.09,84.09,0594,318
1768,ORISSA,GAJAPATI,MOHANA,HYDRO,19.26,84.16,0486,318
1769,ORISSA,GAJAPATI,MAHENDRAGARH, ,19.10,84.15, ,318
1770,ORISSA,GANJAM,SORADA, ,19.46,84.26,0091,318
1771,ORISSA,GANJAM,ASKA, ,19.37,84.40, ,318
1772,ORISSA,GANJAM,PURUSHOTTAMPUR, ,19.32,84.53, ,318
1773,ORISSA,GANJAM,GOPALPUR,OBSY,19.16,84.53,0017,318
1774,ORISSA,GANJAM,BERHAMPUR, ,19.19,84.48,0033,318
1775,ORISSA,GANJAM,BHANJNAGAR,HYDRO,19.57,84.35, ,318
1776,ORISSA,GANJAM,MADHABARIDA,HYDRO,19.55,84.38,0055,318
1777,ORISSA,GANJAM,CHHATRAPUR, ,19.21,85.00,0035,318
1778,ORISSA,JAGATSINGHPUR,ALIPINGAL, ,20.10,86.05, ,318
1779,ORISSA,JAGATSINGHPUR,DEOGAON, ,21.20,83.30, ,320
1780,ORISSA,JAGATSINGHPUR,PARADEEP CWR,OBSY,20.18,86.41,0008,321
1781,ORISSA,JAJPUR,JENAPUR,HYDRO,20.33,86.05, ,320
1782,ORISSA,JAJPUR,SUKINDA, ,20.58,85.55, ,321
1783,ORISSA,JAJPUR,JAJPUR, ,20.50,86.20, ,321
1784,ORISSA,JHARSUGUDA,JHARSUGUDA, ,21.51,84.02,0230,319
1785,ORISSA,JHARSUGUDA,LAIKERA, ,21.53,84.10, ,319
1786,ORISSA,KALAHANDI,LANJIGARH, ,19.43,83.22, ,318
1787,ORISSA,KALAHANDI,JAIPATNA, ,19.28,82.49,0250,320
1788,ORISSA,KALAHANDI,JUNAGARH, ,19.50,82.55, ,320
1789,ORISSA,KALAHANDI,BHAWANIPATNA, ,19.55,83.10,0251,320
1790,ORISSA,KALAHANDI,MADANPUR RAMPUR, ,20.12,83.31,0360,320
1791,ORISSA,KENDRAPARA,KENDRAPARA, ,20.30,86.25,0068,320
1792,ORISSA,KENDRAPARA,RAJKANIKA, ,20.44,86.42, ,321
1793,ORISSA,KENDRAPARA,PATTAMUNDAI, ,20.35,86.34,0010,321
1794,ORISSA,KEONJHAR,KEONJHARGARH, ,21.38,85.35,0480,321
1795,ORISSA,KEONJHAR,TELKOI, ,21.20,85.20,0215,321
1796,ORISSA,KEONJHAR,GHATAGAON, ,21.24,85.54,0340,321
1797,ORISSA,KEONJHAR,SWAM-PATNA,HYDRO,21.37,85.49, ,321
1798,ORISSA,KEONJHAR,DAITARI,HYDRO,21.06,85.46,0404,321
1799,ORISSA,KEONJHAR,ANANDPUR, ,21.13,86.07,0046,321
1800,ORISSA,KEONJHAR,CHAMPUA, ,22.05,85.40,0396,321
1801,ORISSA,KEONJHAR,JHUMPURA, , . , . , , 
1802,ORISSA,KHURDA,TANGI, ,19.55,85.24, ,318
1803,ORISSA,KHURDA,BANPUR, ,19.47,85.11, ,318
1804,ORISSA,KHURDA,BHUBANESWAR AERO,OBSY,20.15,85.50,0046,318
1805,ORISSA,KHURDA,BARMUL, , . , . , , 
1806,ORISSA,KORAPUT,KORAPUT,OBSY,18.49,82.43,0913,316
1807,ORISSA,KORAPUT,JEYPORE, ,18.51,82.34,0591,317
1808,ORISSA,KORAPUT,POTTANGI, ,18.34,82.58,0926,317
1809,ORISSA,MALKANGIRI,MALKANGIRI, ,18.21,81.54, ,317
1810,ORISSA,MAYURBHANJ,KARANJIA,HYDRO,21.46,85.59, ,321
1811,ORISSA,MAYURBHANJ,JOSHIPUR, ,21.59,86.05,0400,321
1812,ORISSA,MAYURBHANJ,THAKURMUNDA, ,21.32,86.09, ,321
1813,ORISSA,MAYURBHANJ,TIRING,HYDRO,21.31,86.04, ,321
1814,ORISSA,MAYURBHANJ,BALIMUNDALI, ,21.44,86.38, ,321
1815,ORISSA,MAYURBHANJ,BARIPADA, ,21.57,86.44,0079,322
1816,ORISSA,MAYURBHANJ,UDALA, ,21.35,86.34, ,322
1817,ORISSA,MAYURBHANJ,NAWANA,HYDRO,21.54,86.23, ,322
1818,ORISSA,MAYURBHANJ,RAIRANGPUR, ,22.17,86.10, ,322
1819,ORISSA,MAYURBHANJ,BANGIRIPOSI, ,22.10,86.32, ,322
1820,ORISSA,MAYURBHANJ,JAMSOLAGHAT,HYDRO,22.13,86.43, ,322
1821,ORISSA,MAYURBHANJ,CHANDANPUR, ,22.10,86.34, ,322
1822,ORISSA,NAWARANGPUR,NAWARANGPUR, ,19.14,82.33, ,316
1823,ORISSA,NAWARANGPUR,KOSAGUMDA,HYDRO,19.15,82.15, ,316
1824,ORISSA,NAWARANGPUR,UMARKOTE, ,19.40,82.10, ,316
1825,ORISSA,NAYAGARH,RANPUR, ,20.05,85.20,0027,318
1826,ORISSA,NAYAGARH,DASPALLA, ,20.21,84.51, ,320
1827,ORISSA,NAYAGARH,NAYAGARH, ,20.08,85.06, ,320
1828,ORISSA,NAYAGARH,KHANDAPARA, , . , . ,0073, 
1829,ORISSA,NAWAPARA,NAWAPARA,HYDRO,20.50,82.33, ,319
1830,ORISSA,NAWAPARA,KHARIAR, ,20.17,82.46,0250,320
1831,ORISSA,NAWAPARA,KOMNA,HYDRO,20.30,82.42,0461,320
1832,ORISSA,KANDHAMAL,DARINGIBADI,HYDRO,19.55,84.03,0843,318
1833,ORISSA,KANDHAMAL,BALIGUDA, ,20.12,83.55,0539,320
1834,ORISSA,KANDHAMAL,PHULBANI,OBSY,20.29,84.16,0489,320
1835,ORISSA,KANDHAMAL,TIKABALI, ,20.20,84.20, ,320
1836,ORISSA,KANDHAMAL,KALINGA,HYDRO,20.12,84.24,0690,320
1837,ORISSA,KANDHAMAL,KATAGARH, , . , . , , 
1838,ORISSA,PURI,PURI,OBSY,19.48,85.49,0006,318
1839,ORISSA,PURI,KRISHNAPRASAD, ,19.38,85.16,0008,318
1840,ORISSA,PURI,GOP, ,19.59,86.01,0013,318
1841,ORISSA,PURI,PIPILI, ,20.08,85.50, ,318
1842,ORISSA,PURI,KAKATPUR, ,20.01,86.12, ,318
1843,ORISSA,PURI,NIMPARA, , . , . , , 
1844,ORISSA,RAYAGADA,RAYAGADA, ,19.10,83.25,0221,318
1845,ORISSA,RAYAGADA,KOTRAGUDA, ,19.36,83.33, ,318
1846,ORISSA,RAYAGADA,BISSEM-CUTTACK,HYDRO,19.31,83.30, ,318
1847,ORISSA,RAYAGADA,GUNUPUR,HYDRO,19.05,83.49,0086,318
1848,ORISSA,RAYAGADA,GUDARI,HYDRO,19.23,83.48,0114,318
1849,ORISSA,RAYAGADA,AMBADOLA,HYDRO,19.48,83.28,0309,318
1850,ORISSA,SAMBALPUR,KUCHINDA, ,21.45,84.21, ,319
1851,ORISSA,SAMBALPUR,SAMBALPUR,OBSY,21.28,83.58,0148,320
1852,ORISSA,SAMBALPUR,HIRAKUD,HYDRO,21.32,83.54,0159,320
1853,ORISSA,SAMBALPUR,RAIRAKHOL, ,21.04,84.21, ,320
1854,ORISSA,SAMBALPUR,BATAGAON,HYDRO,21.14,84.39,0143,321
1855,ORISSA,SAMBALPUR,JAMANKIRA, , . , . , , 
1856,ORISSA,SAMBALPUR,NAKTIDEUL, , . , . , , 
1857,ORISSA,SONEPUR,SONEPUR,HYDRO,20.51,83.59,0285,320
1858,ORISSA,SONEPUR,BINIKA, ,21.02,83.48, ,320
1859,ORISSA,SONEPUR,DUNGURIPALLI, ,21.02,83.33, ,320
1860,ORISSA,SUNDARGARH,HEMGIRI,HYDRO,21.57,83.42,0351,319
1861,ORISSA,SUNDARGARH,SUNDARGARH,OBSY,22.07,84.02,0241,319
1862,ORISSA,SUNDARGARH,BARGAON, ,22.11,84.18, ,320
1863,ORISSA,SUNDARGARH,LAHUNIPARA,HYDRO,21.53,84.57, ,321
1864,ORISSA,SUNDERGARH,TENSA,HYDRO,21.52,85.09,0966,321
1865,ORISSA,SUNDARGARH,RAJGANGPUR, ,22.11,84.36,0275,321
1866,ORISSA,SUNDARGARH,PANPOSH,HYDRO,22.10,84.50,0211,321
1867,ORISSA,SUNDARGARH,MANDIRA DAM,HYDRO,22.16,84.40, ,321
1868,PUNJAB,AMRITSAR,PATTI, ,31.20,75.01,0220,203
1869,PUNJAB,AMRITSAR,TARAN TARAN, ,31.27,74.55,0230,204
1870,PUNJAB,AMRITSAR,RAYA, ,31.59,74.43,0238,204
1871,PUNJAB,AMRITSAR,AMRITSAR, ,31.37,74.53,0231,204
1872,PUNJAB,AMRITSAR,AJNALA, ,31.50,74.46,0229,204
1873,PUNJAB,BHATINDA,BHATINDA, ,30.12,74.56,0211,202
1874,PUNJAB,BHATINDA,PHUL, ,30.19,75.14,0224,202
1875,PUNJAB,BHATINDA,TALWANDI SABO, ,30.00,75.00, ,202
1876,PUNJAB,BHATINDA,MALLOUT, , . , . , , 
1877,PUNJAB,FEROZEPORE,ZIRA, ,30.58,74.59,0213,202
1878,PUNJAB,FEROZEPORE,FEROZEPORE CITY, ,30.55,74.37,0198,202
1879,PUNJAB,FEROZEPORE,FAZILKA, ,30.24,74.02,0179,202
1880,PUNJAB,FEROZEPORE,JALALABAD, ,30.36,74.15,0184,202
1881,PUNJAB,FEROZEPORE,ABOHAR, ,30.09,74.12,0191,202
1882,PUNJAB,FEROZEPORE,TALWANDI BHAI, , . , . , , 
1883,PUNJAB,GURDASPUR,BATALA, ,31.48,75.12,0247,203
1884,PUNJAB,GURDASPUR,PATHANKOT, ,32.17,75.39,0312,203
1885,PUNJAB,GURDASPUR,TIBRI, ,32.06,75.35,0270,203
1886,PUNJAB,GURDASPUR,MALIKPUR, ,32.13,75.40,0305,203
1887,PUNJAB,GURDASPUR,GURUDASPUR, ,32.02,75.24, ,204
1888,PUNJAB,HOSHIARPUR,HOSHIARPUR, ,31.32,75.55, ,202
1889,PUNJAB,HOSHIARPUR,GARHSHANKAR, ,31.13,76.07,0250,202
1890,PUNJAB,HOSHIARPUR,DASUYA, ,31.48,75.38,0288,203
1891,PUNJAB,HOSHIARPUR,MUKERIAN, ,31.56,75.34, ,203
1892,PUNJAB,HOSHIARPUR,BALACHAUR, , . , . , , 
1893,PUNJAB,JULLUNDAR,ADAMPUR-AERO-IAF,OBSY,30.26,75.46,0233,202
1894,PUNJAB,JULLUNDAR,JULLUNDAR, ,31.20,75.35,0238,202
1895,PUNJAB,JULLUNDAR,NAKODAR, ,31.07,75.29,0231,202
1896,PUNJAB,JULLUNDAR,PHILLAUR, ,31.01,75.48,0245,202
1897,PUNJAB,JULLUNDAR,NAWANSHAHR, ,31.07,76.07,0255,202
1898,PUNJAB,KAPURTHALA,PHAGWARA, ,31.13,75.47, ,202
1899,PUNJAB,KAPURTHALA,KAPURTHALA, ,31.23,75.23, ,203
1900,PUNJAB,LUDHIANA,LUDHIANA, ,30.55,75.52,0247,202
1901,PUNJAB,LUDHIANA,JAGRAON, ,30.47,75.29, ,202
1902,PUNJAB,LUDHIANA,HALWARA-AERO-IAF,OBSY,30.45,75.38,0242,202
1903,PUNJAB,LUDHIANA,SAMRALA, ,30.50,76.11,0265,202
1904,PUNJAB,LUDHIANA,KHANNA, , . , . , , 
1905,PUNJAB,PATIALA,DHANETA, ,30.08,76.14, ,202
1906,PUNJAB,PATIALA,AMLOH, ,30.37,76.14, ,202
1907,PUNJAB,PATIALA,NABHA, ,30.23,76.09,0252,202
1908,PUNJAB,PATIALA,SIRHIND, ,30.38,76.23, ,202
1909,PUNJAB,PATIALA,DERABASSI(BASI), ,30.42,76.24, ,202
1910,PUNJAB,PATIALA,PATIALA, ,30.19,76.24,0251,202
1911,PUNJAB,PATIALA,SAMANA, , . , . , , 
1912,PUNJAB,ROOPNAGAR,KHARAR, ,30.45,76.39,0280,202
1913,PUNJAB,ROOPNAGAR,ROOPNAGAR, ,30.58,76.31,0274,202
1914,PUNJAB,ROOPNAGAR,ANANDPUR SAHIB, , . , . , , 
1915,PUNJAB,ROOPNAGAR,NANGAL, , . , . , , 
1916,PUNJAB,SANGRUR,DHURI, ,30.22,75.53,0241,202
1917,PUNJAB,SANGRUR,SANGRUR, ,30.14,75.57,0235,202
1918,PUNJAB,SANGRUR,SUNAM, ,30.08,75.48,0232,202
1919,PUNJAB,SANGRUR,BARNALA, ,30.23,75.34,0230,202
1920,PUNJAB,SANGRUR,MALERKOTLA, ,30.31,75.53,0247,202
1921,PUNJAB,FARIDKOT,MUKTESAR, ,30.28,74.31,0205,202
1922,PUNJAB,FARIDKOT,FARIDKOT, ,30.40,74.46,0208,202
1923,PUNJAB,FARIDKOT,MOGA, ,30.48,75.10,0212,202
1924,RAJASTHAN,AJMER,JAWAJA, ,25.57,74.13,0494,108
1925,RAJASTHAN,AJMER,NAYANAGAR/BEAWAR, ,26.06,74.19,0446,108
1926,RAJASTHAN,AJMER,AJMER, ,26.27,74.37,0493,108
1927,RAJASTHAN,AJMER,KISHANGARH, ,26.34,74.51,0434,406
1928,RAJASTHAN,AJMER,NASIRABAD, ,26.17,74.44,0432,406
1929,RAJASTHAN,AJMER,SARWAR, ,26.04,75.01,0355,406
1930,RAJASTHAN,ALWAR,LACHMANGARH, ,27.22,76.52,0305,403
1931,RAJASTHAN,ALWAR,MANDAWAR, ,27.52,76.33,0305,403
1932,RAJASTHAN,ALWAR,ALWAR,OBSY,27.30,76.35,0271,403
1933,RAJASTHAN,ALWAR,THANAGAZI, ,27.24,76.19,0464,403
1934,RAJASTHAN,ALWAR,BEHROD, ,27.53,76.17,0315,403
1935,RAJASTHAN,ALWAR,BANSUR, ,27.42,76.21,0367,403
1936,RAJASTHAN,ALWAR,RAJGARH, ,27.14,76.37,0287,403
1937,RAJASTHAN,ALWAR,KATHUMER, ,27.20,77.03,0209,403
1938,RAJASTHAN,ALWAR,NIMARANA, ,28.00,76.23,0305,403
1939,RAJASTHAN,BANSWARA,GARHI, ,23.36,74.08,0140,105
1940,RAJASTHAN,BANSWARA,ARTHUNA, ,23.30,74.05,0152,105
1941,RAJASTHAN,BANSWARA,DANPUR%DANPURA<, ,23.31,74.43,0381,105
1942,RAJASTHAN,BANSWARA,KHUSHALGARH, ,23.12,74.27,0290,105
1943,RAJASTHAN,BANSWARA,LOHARIA, ,23.46,74.14,0232,105
1944,RAJASTHAN,BANSWARA,GHATOL, ,23.45,74.25,0213,105
1945,RAJASTHAN,BANSWARA,BANSWARA,OBSY,23.33,74.27,0220,105
1946,RAJASTHAN,BARMER,BARMER,OBSY,25.45,71.23,0194,108
1947,RAJASTHAN,BARMER,CHOTAN, ,25.29,71.04,0167,108
1948,RAJASTHAN,BARMER,PACHPADRA, ,25.56,72.16,0111,108
1949,RAJASTHAN,BARMER,GADARA ROAD, ,25. ,70. , ,600
1950,RAJASTHAN,BARMER,SHEO, ,26.11,71.15,0234,600
1951,RAJASTHAN,BHARATPUR,BAYANA BIANA, ,26.54,77.17,0195,403
1952,RAJASTHAN,BHARATPUR,BHARATPUR, ,27.13,77.30,0177,403
1953,RAJASTHAN,BHARATPUR,KAMEN, ,27.39,77.16,0183,403
1954,RAJASTHAN,BHARATPUR,NADHAI, ,27.13,77.11,0205,403
1955,RAJASTHAN,BHARATPUR,RUPBAS, ,27.00,77.35,0228,403
1956,RAJASTHAN,BHILWARA,SHAHPURA, ,25.37,74.56,0364,406
1957,RAJASTHAN,BHILWARA,RAIPUR, ,25.24,74.10,0530,406
1958,RAJASTHAN,BHILWARA,KOTARI, ,25.25,74.54,0377,406
1959,RAJASTHAN,BHILWARA,BHILWARA,OBSY,25.21,74.38,0425,406
1960,RAJASTHAN,BHILWARA,ASIND, ,25.44,74.20,0475,406
1961,RAJASTHAN,BHILWARA,JAHAZPUR, ,25.36,75.17,0335,406
1962,RAJASTHAN,BHILWARA,MANDALGARH, ,25.13,75.06,0514,406
1963,RAJASTHAN,BIKANER,SURPURA %NOKHA<, ,27.35,73.29,0317,600
1964,RAJASTHAN,BIKANER,LUNKARANSAR, ,28.30,73.45,0193,600
1965,RAJASTHAN,BIKANER,KOLAYAT MAGRA, ,28.21,73.30,0229,600
1966,RAJASTHAN,BIKANER,BIKANER� (PBO),OBSY,28.00,73.18,0224,600
1967,RAJASTHAN,BUNDI,HINDOLI, ,25.35,75.30,0310,405
1968,RAJASTHAN,BUNDI,PATAN, ,25.18,75.57,0254,405
1969,RAJASTHAN,BUNDI,NAINWA, ,25.46,75.51,0300,405
1970,RAJASTHAN,BUNDI,BUNDI,OBSY,25.27,75.38,0267,405
1971,RAJASTHAN,CHITTORGARH,PARTABGARH, ,24.03,74.47,0489,105
1972,RAJASTHAN,CHITTORGARH,NIMBAHERA, ,24.37,74.42,0443,406
1973,RAJASTHAN,CHITTORGARH,CHITTORGARH, ,24.53,74.38,0420,406
1974,RAJASTHAN,CHITTORGARH,BARI-SADRI, ,24.25,74.29,0500,406
1975,RAJASTHAN,CHITTORGARH,GANGRAR, ,25.03,74.37,0423,406
1976,RAJASTHAN,CHURU,SUJANGARH, ,27.42,74.29,0329,600
1977,RAJASTHAN,CHURU,RATANGARH, ,28.05,74.37,0308,600
1978,RAJASTHAN,CHURU,DUNGARGARH, ,28.04,74.00,0278,600
1979,RAJASTHAN,CHURU,SARDARSHAHAR, ,28.26,74.29,0256,600
1980,RAJASTHAN,CHURU,CHURU,OBSY,28.15,74.55,0291,600
1981,RAJASTHAN,CHURU,TARANAGAR %RENI<, ,28.40,75.02,0244,600
1982,RAJASTHAN,CHURU,RAJGARH%SADULPUR, ,28.38,75.23,0237,600
1983,RAJASTHAN,DUNGARPUR,DUNGARPUR,OBSY,23.50,73.40,0429,105
1984,RAJASTHAN,DUNGARPUR,SAGWARA, ,23.41,74.02,0217,105
1985,RAJASTHAN,DUNGARPUR,ASPUR, ,23.58,74.04,0213,105
1986,RAJASTHAN,DUNGARPUR,DHAMBOLA, ,23.36,73.46,0220,106
1987,RAJASTHAN,GANGANAGAR,SURATGARH, ,29.19,73.45,0183,202
1988,RAJASTHAN,GANGANAGAR,RAISINGNAGAR, ,29.32,73.27,0165,202
1989,RAJASTHAN,GANGANAGAR,KARANPUR, ,29.50,73.28,0168,202
1990,RAJASTHAN,GANGANAGAR,PADAMPUR, ,29.41,73.37,0171,202
1991,RAJASTHAN,GANGANAGAR,GANGANAGAR,OBSY,29.55,73.53,0177,202
1992,RAJASTHAN,GANGANAGAR,ANUPGARH,OBSY,29.10,73.10,0154,202
1993,RAJASTHAN,JAIPUR,PAWATA %PAOTA<, ,26.52,76.56,0382,403
1994,RAJASTHAN,JAIPUR,KOTPUTLI, ,27.43,76.13,0350,403
1995,RAJASTHAN,JAIPUR,CHATSU, ,26.36,75.57,0299,406
1996,RAJASTHAN,JAIPUR,JAIPUR AERO,OBSY,26.49,75.48,0390,406
1997,RAJASTHAN,JAIPUR,PHAGI, ,26.35,75.34,0321,406
1998,RAJASTHAN,JAIPUR,BASSI, ,26.50,76.04,0351,406
1999,RAJASTHAN,JAIPUR,CHOMU, ,27.10,75.43,0493,600
2000,RAJASTHAN,JAISALMER,JAISALMER,OBSY,26.54,70.55,0242,600
2001,RAJASTHAN,JAISALMER,FATEHGARH, ,26.30,71.11,0263,600
2002,RAJASTHAN,JAISALMER,POKARAN, ,26.56,71.55,0206,600
2003,RAJASTHAN,JAISALMER,RAMGARH, ,27.22,70.30,0157,600
2004,RAJASTHAN,JAISALMER,NACHNA %LATHI<, ,27.29,71.43,0148,600
2005,RAJASTHAN,JALORE,SACHOR, ,24.45,71.46,0058,108
2006,RAJASTHAN,JALORE,JASWANTPURA, ,24.48,72.28,0272,108
2007,RAJASTHAN,JALORE,BHINMAL, ,25.01,72.16,0159,108
2008,RAJASTHAN,JALORE,JALORE,OBSY,25.21,72.37,0168,108
2009,RAJASTHAN,JHALAWAR,DUG %DAG<, ,23.56,75.50,0510,404
2010,RAJASTHAN,JHALAWAR,PIRAWA, ,24.10,76.02,0380,405
2011,RAJASTHAN,JHALAWAR,JHALAWAR,OBSY,24.32,76.10,0321,405
2012,RAJASTHAN,JHALAWAR,IKLERA%AKLERA<, ,24.25,76.34,0321,405
2013,RAJASTHAN,JHALAWAR,MANOHAR THANA, ,24.14,76.48,0356,405
2014,RAJASTHAN,JHALAWAR,KHANPUR, ,24.44,76.23,0291,405
2015,RAJASTHAN,JHUNJHUNU,UDAIPUR %SHEKHA<, ,27.43,75.29,0457,403
2016,RAJASTHAN,JHUNJHUNU,KHETRI, ,28.00,75.48,0457,403
2017,RAJASTHAN,JHUNJHUNU,CHIRAWA, ,28.14,75.39,0317,403
2018,RAJASTHAN,JHUNJHUNU,PILANI,OBSY,28.20,75.35,0301,403
2019,RAJASTHAN,JHUNJHUNU,JHUNJHUNU, ,28.08,75.23,0314,403
2020,RAJASTHAN,JHUNJHUNU,NAWALGARH, ,27.50,75.19, ,406
2021,RAJASTHAN,JHUNJHUNU,NAWALGARH, , . , . , , 
2022,RAJASTHAN,JODHPUR,SHERGARH, ,26.20,72.18,0260,108
2023,RAJASTHAN,JODHPUR,JODHPUR, ,26.18,73.02,0259,108
2024,RAJASTHAN,JODHPUR,BILARA, ,26.11,73.42,0269,108
2025,RAJASTHAN,JODHPUR,JODHPUR,OBSY,26.18,73.01,0217,108
2026,RAJASTHAN,JODHPUR,PHALODI,OBSY,27.08,72.22,0234,600
2027,RAJASTHAN,KOTAH,CHAMBAL/R.B.DAM,OBSY,24.55,75.35,0351,404
2028,RAJASTHAN,KOTAH,SANGOD, ,24.56,76.17,0255,405
2029,RAJASTHAN,KOTAH,KOTAH-AERO,OBSY,25.09,75.51,0274,405
2030,RAJASTHAN,NAGOUR,MERTA CITY, ,26.38,74.02,0305,108
2031,RAJASTHAN,NAGOUR,PARBATSAR, ,26.53,74.45,0442,600
2032,RAJASTHAN,NAGOUR,DEGANA, ,26.54,74.20,0363,600
2033,RAJASTHAN,NAGOUR,NAGAUR,OBSY,27.10,73.40,0298,600
2034,RAJASTHAN,NAGOUR,DIDWANA, ,27.24,74.35,0340,600
2035,RAJASTHAN,NAGOUR,LADNUN, ,27.38,74.23,0342,600
2036,RAJASTHAN,NAGOUR,NAWA, ,27.01,75.00,0388,600
2037,RAJASTHAN,PALI,PALI, ,25.47,73.20,0217,108
2038,RAJASTHAN,PALI,SOJAT, ,25.56,73.40,0290,108
2039,RAJASTHAN,PALI,MARWAR JUNCTION, ,25.44,73.42, ,108
2040,RAJASTHAN,PALI,BALI, ,25.11,73.17,0305,108
2041,RAJASTHAN,PALI,DESURI, ,25.17,73.33,0381,108
2042,RAJASTHAN,PALI,ERINPURA/JAWAI,OBSY,25.05,73.05,0295,108
2043,RAJASTHAN,PALI,JAITRAM, ,26.12,73.57,0297,108
2044,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,OBSY,25.59,76.22, ,405
2045,RAJASTHAN,SAWAI MADHOPUR,GANGAPUR, ,26.29,76.44,0269,406
2046,RAJASTHAN,SAWAI MADHOPUR,BONLI, ,26.20,76.14,0272,406
2047,RAJASTHAN,SIKAR,FATEHPUR, ,27.59,74.58,0329,600
2048,RAJASTHAN,SIKAR,SIKAR,OBSY,27.37,75.08,0433,600
2049,RAJASTHAN,SIKAR,DANTA RAMGARH, ,27.15,75.12,0495,600
2050,RAJASTHAN,SIKAR,LACHMANGARH, ,27.49,75.02,0363,600
2051,RAJASTHAN,SIKAR,SRIMADHOPUR, ,27.28,75.36,0502,600
2052,RAJASTHAN,SIROHI,SIROHI, ,24.53,72.52,0302,107
2053,RAJASTHAN,SIROHI,MOUNT ABU, ,24.36,72.43,1177,107
2054,RAJASTHAN,SIROHI,PINDWARA, ,24.47,73.03,0370,107
2055,RAJASTHAN,SIROHI,SHEOGANJ, ,25.07,73.04,0266,108
2056,RAJASTHAN,TONK,DEOLI %DONI<, ,25.52,75.36,0337,406
2057,RAJASTHAN,TONK,UNIARA %ALIGARH<, ,25.55,76.02,0276,406
2058,RAJASTHAN,TONK,MALPURA, ,26.17,75.23,0329,406
2059,RAJASTHAN,TONK,NIWAI, ,26.21,75.55,0318,406
2060,RAJASTHAN,TONK,TONK,OBSY,26.10,75.45,0272,406
2061,RAJASTHAN,UDAIPUR,KHERWARA, ,23.59,73.36,0361,105
2062,RAJASTHAN,UDAIPUR,SARARA%SALARA<, ,24.11,73.55, ,105
2063,RAJASTHAN,UDAIPUR,SALUMBERR, ,24.08,74.03,0232,105
2064,RAJASTHAN,UDAIPUR,UDAIPUR,OBSY,24.35,73.42,0582,406
2065,RAJASTHAN,UDAIPUR,MAHOLI %MAVLI<, ,24.47,73.59,0501,406
2066,RAJASTHAN,UDAIPUR,UDAIPUR/D-AERO,OBSY,24.37,73.53,0514,406
2067,RAJASTHAN,UDAIPUR,VALLABHGARH, ,24.52,74.00, ,406
2068,RAJASTAN,DHOLPUR,BARI, ,26.39,77.36,0191,403
2069,RAJASTAN,DHOLPUR,DHOLPUR,OBSY,26.40,77.50,0176,403
2070,RAJASTAN,DHOLPUR,RAJAKHERA, ,26.54,78.11,0165,403
2071,RAJASTHAN,BARAN,CHABRA %DISP<, ,24.40,76.51,0338,405
