SN,STATE NAME,DISTRICT NAME,STATION NAME,CLASS,LAT,LON,HEIGHT(MTR),CATCH
1015,KARNATAKA,HAVERI,RANEBENNUR RLY, ,14.13,75.38,0576,308
1016,KARNATAKA,KANARA NORTH,BHATKAL, ,13.59,74.33,0063,101
1017,KARNATAKA,KANARA NORTH,HONAVAR,OBSY,14.17,74.27,0026,101
1018,KARNATAKA,KANARA NORTH,GORSOPPA, ,14.14,74.39,0026,101
1019,KARNATAKA,KANARA NORTH,SHIRALI,OBSY,14.04,74.32, ,101
1020,KARNATAKA,KANARA NORTH,MANKI, ,14.10,74.28,0015,101
1021,KARNATAKA,KANARA NORTH,KARWAR,OBSY,14.47,74.08,0004,102
1022,KARNATAKA,KANARA NORTH,ANKOLA, ,14.40,74.18,0050,102
1023,KARNATAKA,KANARA NORTH,KUMTA, ,14.25,74.25,0030,102
1024,KARNATAKA,KANARA NORTH,YELLAPUR, ,14.57,74.43,0540,102
1025,KARNATAKA,KANARA NORTH,MANCHIKERE%I, ,14.55,74.45,0540,102
1026,KARNATAKA,KANARA NORTH,KIRWATI, ,14.58,74.55,0524,102
1027,KARNATAKA,KANARA NORTH,NILKUNDI, ,14.27,74.42,0525,102
1028,KARNATAKA,KANARA NORTH,GOKARN %I.B., ,14.33,74.19,0010,102
1029,KARNATAKA,KANARA NORTH,MUNDAGOD (R), ,14.58,75.02,0595,102
1030,KARNATAKA,KANARA NORTH,HALIYAL HOSPI, ,15.20,74.46,0550,102
1031,KARNATAKA,KANARA NORTH,JAGALPET, ,15.16,74.30,0512,102
1032,KARNATAKA,KANARA NORTH,DANDELI%M.P.C., ,15.14,74.37,0049,102
1033,KARNATAKA,KANARA NORTH,JAIDA, ,15.11,74.36,0668,102
1034,KARNATAKA,KANARA NORTH,SIDDAPUR, ,14.20,74.53,0703,308
1035,KARNATAKA,KANARA NORTH,SIRSI%ARS., ,14.37,74.53,0618,308
1036,KARNATAKA,KANARA NORTH,BANAVASI, ,14.30,75.00,0554,308
1037,KARNATAKA,KANARA SOUTH,BAJPE AERO,OBSY,12.55,74.53,0102,101
1038,KARNATAKA,KANARA SOUTH,MANGALORE/P.BUR,OBSY,12.57,74.50,0031,101
1039,KARNATAKA,KANARA SOUTH,MANGALORE%RLY., ,12.53,74.50,0013,101
1040,KARNATAKA,KANARA SOUTH,BELTHANGADY I.B., ,12.59,75.17,0107,101
1041,KARNATAKA,KANARA SOUTH,BANTWAL T.O., ,12.53,75.02,0027,101
1042,KARNATAKA,KANARA SOUTH,SUBRAMANYA, ,12.39,75.02,0140,101
1043,KARNATAKA,KANARA SOUTH,SULYA, ,12.30,75.30,0033,101
1044,KARNATAKA,KANARA SOUTH,UPPINAGUDU, ,12.44,75.32,0037,101
1045,KARNATAKA,KANARA SOUTH,DHARMASTHALA, ,12.57,75.23,0109,101
1046,KARNATAKA,KANARA SOUTH,MANI, ,12.05,75.07,0049,101
1047,KARNATAKA,KANARA SOUTH,PUTTUR%HMS, ,12.50,76.15,0137,101
1048,KARNATAKA,KANARA SOUTH,MULKI, ,13.06,74.47,0016,101
1049,KARNATAKA,KODAGU,VIRAJPET, ,12.11,75.48,0923,101
1050,KARNATAKA,KODAGU,MADAPUR, ,12.55,75.30,0875,101
1051,KARNATAKA,KODAGU,MERCARA,OBSY,12.25,75.44,1182,302
1052,KARNATAKA,KODAGU,FRAZERPET/K.NAGA,R,12.27,75.58,0840,302
1053,KARNATAKA,KODAGU,SOMWARPET T.O., ,12.36,75.51,1131,302
1054,KARNATAKA,KODAGU,AMMATHY, ,12.14,75.51,1001,302
1055,KARNATAKA,KODAGU,NAPOKLU, ,12.18,75.41,0917,302
1056,KARNATAKA,KODAGU,SANIVARSANTHE, ,12.49,75.54,0966,302
1057,KARNATAKA,KODAGU,POONAMPET I.B., ,12.29,75.56,0867,302
1058,KARNATAKA,KODAGU,BHAGAMANDALA,HYDRO,12.23,75.31,0876,302
1059,KARNATAKA,KODAGU,SHUNTIKOPPA, ,12.27,75.50,0975,302
1060,KARNATAKA,KODAGU,SRIMANGALA, ,12.01,75.59,0848,302
1061,KARNATAKA,KODAGU,MERCARA JAIL, ,12.25,75.45,1182,302
1062,KARNATAKA,KODAGU,HARANGI, ,12.30,75.50, ,302
1063,KARNATAKA,KODAGU,MURNAD, ,12.19,75.45,0205,302
1064,KARNATAKA,KODAGU,SIDDAPURA, ,12.17,75.35, ,302
1065,KARNATAKA,KODAGU,NAGARAHOLE, ,12.02,76.07,0805,302
1066,KARNATAKA,KODAGU,MURKHAL, ,12.08,76.10,0861,302
1067,KARNATAKA,KOLAR,NANDI HILLS, ,13.23,77.41,1469,302
1068,KARNATAKA,KOLAR,LAKKUR, ,12.55,77.54,0865,303
1069,KARNATAKA,KOLAR,MASTI, ,12.56,77.53,0865,303
1070,KARNATAKA,KOLAR,KOLAR G.F.,OBSY,12.57,78.18,0882,303
1071,KARNATAKA,KOLAR,BANGARPET RLY, ,12.59,78.10,0732,303
1072,KARNATAKA,KOLAR,SIDLAGHATTA, ,13.23,77.51,0907,303
1073,KARNATAKA,KOLAR,CHICKBALLAPUR, ,13.26,77.44,0918,303
1074,KARNATAKA,KOLAR,MALUR, ,13.00,77.56,0903,303
1075,KARNATAKA,KOLAR,KOLAR, ,13.08,78.08,0831,303
1076,KARNATAKA,KOLAR,CHINTAMANI, ,13.24,78.04,0869,303
1077,KARNATAKA,KOLAR,MULBAGAL, ,13.10,78.24,0840,303
1078,KARNATAKA,KOLAR,SRINIVASPUR, ,13.21,78.13,0879,303
1079,KARNATAKA,KOLAR,GAURIBIDANUR, ,13.37,77.31,0680,304
1080,KARNATAKA,KOLAR,GUDIBANDA, ,13.38,77.42,0844,304
1081,KARNATAKA,KOLAR,TONDEBHAVI, ,13.25,77.32,0780,304
1082,KARNATAKA,KOLAR,BEGAPALI,HYDRO,13.48,77.59,0740,304
1083,KARNATAKA,KOPPAL,HANUMANSAGAR, ,16.52,76.40,0314,307
1084,KARNATAKA,KOPPAL,KOPPAL, ,15.21,76.10,0523,308
1085,KARNATAKA,KOPPAL,YALBURGA, ,15.37,76.01,0608,308
1086,KARNATAKA,KOPPAL,MUNIRABAD, ,15.18,76.14,0468,308
1087,KARNATAKA,KOPPAL,KUSHTAGI, ,15.47,76.47,0639,309
1088,KARNATAKA,KOPPAL,GANGAVATI/S.F., ,15.26,76.32,0408,309
1089,KARNATAKA,KOPPAL,TAVAREGERE, ,15.47,76.24,0557,309
1090,KARNATAKA,KOPPAL,KARATGI, ,15.42,76.42,0306,309
1091,KARNATAKA,MANDYA,SRIRANGPATNAM, ,12.25,76.41,0743,302
1092,KARNATAKA,MANDYA,BASARALU, ,12.42,76.48,0759,302
1093,KARNATAKA,MANDYA,MANDYA, ,12.32,76.53,0671,302
1094,KARNATAKA,MANDYA,KRISHNARAJPET, ,12.40,76.29,0808,302
1095,KARNATAKA,MANDYA,NAGAMANGALA, ,12.49,76.45,0786,302
1096,KARNATAKA,MANDYA,PANDAVAPURA, ,12.30,76.40,0786,302
1097,KARNATAKA,MANDYA,HONAKERE, ,12.43,76.42,0841,302
1098,KARNATAKA,MANDYA,BINDIGANAVALE, ,12.53,76.38,0885,302
1099,KARNATAKA,MANDYA,BELUR, ,12.59,76.43,0794,302
1100,KARNATAKA,MANDYA,MELKOTE, ,12.39,76.39,0981,302
1101,KARNATAKA,MANDYA,MANDYA,OBSY,12.30,76.50, ,302
1102,KARNATAKA,MANDYA,K.R.SAGARA/ERS, ,12.33,76.37,0762,302
1103,KARNATAKA,MANDYA,MALAVALLI, ,12.23,77.04,0610,302
1104,KARNATAKA,MANDYA,MADDUR, ,12.36,77.02,0648,302
1105,KARNATAKA,MYSORE,KABINI COL. HMS, ,11.58,76.21, ,302
1106,KARNATAKA,MYSORE,MYSORE,OBSY,12.18,76.42,0767,302
1107,KARNATAKA,MYSORE,HUNSUR,REV,12.18,76.17,0777,302
1108,KARNATAKA,MYSORE,HEGGADDEVANKOTE, ,12.05,76.20,0722,302
1109,KARNATAKA,MYSORE,NANJANGUD, ,12.08,76.41,0653,302
1110,KARNATAKA,MYSORE,PERIYAPATNA, ,12.06,76.20,0859,302
1111,KARNATAKA,MYSORE,T.NARSIPUR, ,12.12,76.54,0639,302
1112,KARNATAKA,MYSORE,BILIKERE, ,12.20,76.25,0899,302
1113,KARNATAKA,MYSORE,SALIGRAMA, ,12.04,76.16,0791,302
1114,KARNATAKA,MYSORE,BHERYA, ,12.02,76.21,0810,302
1115,KARNATAKA,MYSORE,SARGUR, ,12.00,76.24,0686,302
1116,KARNATAKA,MYSORE,KAULANDE, ,12.01,76.48,0732,302
1117,KARNATAKA,MYSORE,BETTADAPURA, ,12.28,76.06,0876,302
1118,KARNATAKA,MYSORE,K.R.NAGAR%COURT, ,12.02,76.22,0805,302
1119,KARNATAKA,RAICHUR,LINGASUGUR, ,16.10,76.31,0504,306
1120,KARNATAKA,RAICHUR,DEODURGA, ,16.25,76.55,0390,306
1121,KARNATAKA,RAICHUR,JALAHALLI, ,16.22,76.52,0411,306
1122,KARNATAKA,RAICHUR,MASKI, ,16.57,76.40,0408,307
1123,KARNATAKA,RAICHUR,SINDHANOOR, ,15.47,76.46,0391,309
1124,KARNATAKA,RAICHUR,GILLESUGUR, ,15.58,77.22,0333,309
1125,KARNATAKA,RAICHUR,MANVI, ,15.59,77.03,0367,309
1126,KARNATAKA,RAICHUR,MUDAGAL, ,16.01,76.27, ,309
1127,KARNATAKA,RAICHUR,SIRWAR, ,16.10,77.02,0410,309
1128,KARNATAKA,RAICHUR,RAICHUR,OBSY,16.12,77.21,0400,310
1129,KARNATAKA,RAICHUR,YERMARUS, ,16.16,77.22,0385,310
1130,KARNATAKA,SHIMOGA,HOSANAGAR, ,13.55,75.03,0582,101
1131,KARNATAKA,SHIMOGA,HULIKAL, ,13.44,75.01,0594,101
1132,KARNATAKA,SHIMOGA,NAGARA, ,13.50,75.05,0597,101
1133,KARNATAKA,SHIMOGA,JOG PT. COL.I, ,14.14,74.48,0473,101
1134,KARNATAKA,SHIMOGA,TAGARATHI, ,14.10,75.10,0206,101
1135,KARNATAKA,SHIMOGA,SHIMOGA,OBSY,13.56,75.38,0571,308
1136,KARNATAKA,SHIMOGA,HUMCHADAKATTE, ,13.52,75.13,0684,308
1137,KARNATAKA,SHIMOGA,BHADRAVATI, ,13.51,75.43,0595,308
1138,KARNATAKA,SHIMOGA,AGUMBE,OBSY,13.30,75.05,0659,308
1139,KARNATAKA,SHIMOGA,THIRTHAHALLI,AGRO,13.41,75.15,0600,308
1140,KARNATAKA,SHIMOGA,B.R.PROJECT,PWD,13.42,75.33,0620,308
1141,KARNATAKA,SHIMOGA,THALAGUPPA, ,14.13,74.55,0592,308
1142,KARNATAKA,SHIMOGA,LINGANAMAKKI, ,14.12,74.50, ,308
1143,KARNATAKA,SHIMOGA,KARGAL, ,14.12,74.49,0538,308
1144,KARNATAKA,SHIMOGA,CHANDRAGUTTI, ,14.24,74.56,0695,308
1145,KARNATAKA,SHIMOGA,SHIKARIPURA, ,14.18,75.22,0593,308
1146,KARNATAKA,SHIMOGA,SORAB, ,14.23,75.06,0571,308
1147,KARNATAKA,SHIMOGA,SAGAR, ,14.10,75.03,0597,308
1148,KARNATAKA,SHIMOGA,SHIRALKOPPA, ,14.23,75.15,0611,308
1149,KARNATAKA,SHIMOGA,ANAVATTI, ,14.34,75.09,0561,308
1150,KARNATAKA,SHIMOGA,ANANDAPURAM, ,14.05,75.13,0632,308
1151,KARNATAKA,SHIMOGA,ARASALU, ,14.00,75.17,0650,308
1152,KARNATAKA,SHIMOGA,UILAVI,PWD,14.20,75.07,0655,308
1153,KARNATAKA,SHIMOGA,HOLALUR, ,14.00,75.40, ,308
1154,KARNATAKA,TUMKUR,HULIYARDURGA, ,12.49,77.02,0939,302
1155,KARNATAKA,TUMKUR,GUBBI,HYDRO,13.19,76.56,0775,302
1156,KARNATAKA,TUMKUR,TIPTUR, ,13.17,76.27,0850,302
1157,KARNATAKA,TUMKUR,TURUVEKERE, ,13.10,76.04,0806,302
1158,KARNATAKA,TUMKUR,KIBBANHALLI, ,13.19,76.38,0876,302
1159,KARNATAKA,TUMKUR,KUNIGAL, ,13.02,77.02,0778,302
1160,KARNATAKA,TUMKUR,TUMKUR,OBSY,13.20,77.05,0822,302
1161,KARNATAKA,TUMKUR,MADHUGIRI, ,13.39,77.12,1198,304
1162,KARNATAKA,TUMKUR,KORATAGERE, ,13.32,77.14,0762,304
1163,KARNATAKA,TUMKUR,MIDIGESI, ,13.05,77.12,1041,304
1164,KARNATAKA,TUMKUR,PAVAGADA, ,14.06,77.17,0639,304
1165,KARNATAKA,TUMKUR,HOSKOTE Y.N., ,14.17,77.10,0740,304
1166,KARNATAKA,TUMKUR,CHIKNAYAKANIHALL, ,13.25,76.37,0777,309
1167,KARNATAKA,TUMKUR,SIRA, ,13.45,76.55,0661,309
1168,KARNATAKA,TUMKUR,HULIYAR, ,13.36,76.32,0308,309
1169,KARNATAKA,TUMKUR,BUKKAPATNA, ,13.40,76.44,0665,309
1170,KARNATAKA,TUMKUR,BARGUR, ,13.56,76.58, ,309
1171,KARNATAKA,TUMKUR,BADAVANAHALLI, ,13.40,77.08,0774,309
1172,KARNATAKA,UDUPI,UDUPI, ,13.21,74.45,0009,101
1173,KARNATAKA,UDUPI,KOONDAPUR, ,13.38,74.41,0094,101
1174,KARNATAKA,UDUPI,BAINDUR, ,13.52,74.38,0056,101
1175,KARNATAKA,UDUPI,KOTA, ,13.31,74.47,0010,101
1176,KARNATAKA,UDUPI,KULLUR, ,13.52,74.47,0080,101
1177,KARNATAKA,UDUPI,SIDDOPURA, ,13.42,74.57,0107,101
1178,KARNATAKA,UDUPI,KARKALA, ,13.13,75.48,0073,101
1179,KARNATAKA,UDUPI,MUDIBIDRE, ,13.09,75.02,0120,101
1180,KERALA,ALAPPUZHA,CHERTHALA, ,09.42,76.20, ,101
1181,KERALA,ALAPPUZHA,ALAPPUZHA,OBSY,09.33,76.25,0002,101
1182,KERALA,ALAPPUZHA,CHENGANNUR, ,09.19,76.37,0007,101
1183,KERALA,ALAPPUZHA,MAVELIKARA(RLY), ,09.14,76.31,0003,101
1184,KERALA,ALAPPUZHA,KAYAMKULAM (RARS,),09.30,76.20,0003,101
1185,KERALA,ALAPPUZHA,HARIPAD, ,09.15,76.25,0009,101
1186,KERALA,ALAPPUZHA,MANCOMPU, ,09.05,76.05,-001,101
1187,KERALA,KANNUR,IRIKKUR, ,11.58,75.33, ,101
1188,KERALA,KANNUR,THALASSERRY, ,11.45,75.32, ,101
1189,KERALA,KANNUR,KANNUR,OBSY,11.50,75.20,0011,101
1190,KERALA,KANNUR,TALIPARAMBA, ,12.03,75.23,0068,101
1191,KERALA,ERNAKULAM,NAS KOCHI,OBSY,09.57,76.16,0002,101
1192,KERALA,ERNAKULAM,PIRAVOM, ,09.48,76.28,0011,101
1193,KERALA,ERNAKULAM,PARAVUR, ,10.09,76.13,0020,101
1194,KERALA,ERNAKULAM,ALUVA (RLY.), ,10.07,76.21,0011,101
1195,KERALA,ERNAKULAM,PERUMBAVUR, ,10.05,76.25, ,101
1196,KERALA,ERNAKULAM,CIAL KOCHI,OBSY,10.09,76.24,0008,101
1197,KERALA,KOTTAYAM,VAIKOM, ,09.46,76.24,0002,101
1198,KERALA,KOTTAYAM,KOTTAYAM (RRII),OBSY,09.32,76.36,0073,101
1199,KERALA,KOTTAYAM,KUMARAKOM, ,09.40,76.30,0001,101
1200,KERALA,KOTTAYAM,KOZHA, ,09.45,76.34,0052,101
1201,KERALA,KOTTAYAM,KANJIRAPPALLY, ,09.33,76.47,0038,101
1202,KERALA,KOZHIKODE,QUILANDY, ,11.25,75.40,0008,101
1203,KERALA,KOZHIKODE,KOZHIKODE,OBSY,11.15,75.47,0004,101
1204,KERALA,KOZHIKODE,VADAKARA, ,11.35,75.30,0003,101
1205,KERALA,MALAPPURAM,PONNANI, ,10.47,75.54,0001,101
1206,KERALA,MALAPPURAM,PERINTHALMANNA, ,10.58,76.13,0192,101
1207,KERALA,MALAPPURAM,ANGADIPURAM, ,10.58,76.12,0040,101
1208,KERALA,MALAPPURAM,KARIPUR AP,OBSY,11.08,75.57,0100,101
1209,KERALA,MALAPPURAM,MANJERI, ,11.07,76.07,0107,101
1210,KERALA,MALAPPURAM,NILAMBUR, ,12.07,61.54,0091,101
1211,KERALA,PALAKKAD,CHITTUR, ,10.42,76.45,0067,101
1212,KERALA,PALAKKAD,PALAKKAD,OBSY,10.46,76.39,0095,101
1213,KERALA,PALAKKAD,MANNARKKAD, ,10.09,76.34,0091,101
1214,KERALA,PALAKKAD,ALATHUR,HYDRO,10.38,76.38,0065,101
1215,KERALA,PALAKKAD,TRITHALA, ,10.50,76.06,0016,101
1216,KERALA,PALAKKAD,PARAMBIKULAM, ,10.20,76.45,0610,101
1217,KERALA,PALAKKAD,KOLLENGODE, ,10.37,76.43,0097,101
1218,KERALA,PALAKKAD,PATTAMBI,AGRO,10.48,77.12,0025,101
1219,KERALA,PALAKKAD,OTTAPALAM, ,11.40,76.15,0034,101
1220,KERALA,KOLLAM,KOLLAM (RLY), ,08.53,76.37,0011,101
1221,KERALA,KOLLAM,ARYANKAVU, ,08.59,77.10,0570,101
1222,KERALA,KOLLAM,PUNALUR,OBSY,09.00,76.55,0033,101
1223,KERALA,THRISSUR,THRISSUR, ,10.31,76.13,0076,101
1224,KERALA,THRISSUR,CHALAKUDY, ,10.18,76.20,0006,101
1225,KERALA,THRISSUR,ENAMAMACKEL, ,10.30,76.05, ,101
1226,KERALA,THRISSUR,KANNARA, ,10.30,76.10,0076,101
1227,KERALA,THRISSUR,IRINJALAKUDA, ,10.22,76.14,0010,101
1228,KERALA,THRISSUR,KUNNAMKULAM, ,10.38,76.00,0016,101
1229,KERALA,THRISSUR,KODUNGALLUR, ,10.03,76.22,0003,101
1230,KERALA,THRISSUR,VADAKKANCHERRY, ,10.35,76.10,0076,101
1231,KERALA,THIRUVANANTHAP,THIRUVANANTHAPUR,OBSY,08.29,76.57,0060,101
1232,KERALA,THIRUVANANTHAP,VARKALA, ,08.43,76.42, ,101
1233,KERALA,THIRUVANANTHAP,THIRUANANTPUR AP,OBSY,08.28,76.57,0004,101
1234,KERALA,THIRUVANANTHAP,NEDUMANGAD, ,08.35,77.01, ,101
1235,KERALA,THIRUVANANTHAP,NEYYATTINKARA, ,08.23,77.05,0018,101
1236,KERALA,IDUKKI,PEERMADE (TO), ,09.34,76.59,1067,101
1237,KERALA,IDUKKI,IDUKKI, ,09.50,76.55,0736,101
1238,KERALA,IDUKKI,THODUPUZHA, ,09.50,76.40, ,101
1239,KERALA,IDUKKI,DEVIKULAM, ,10.04,77.06,1829,101
1240,KERALA,IDUKKI,MUNNAR (KSEB), ,10.00,77.09,1057,101
1241,KERALA,KASARGOD,KASARGOD, ,12.31,74.59,0009,101
1242,KERALA,KASARGOD,HOSDURG, ,12.12,75.06,0003,101
1243,KERALA,KASARGOD,KUDULU, ,12.30,75.00,0011,101
1244,KERALA,PATHANAMTHITTA,THIRUVALLA, ,09.24,76.35,0011,101
1245,KERALA,PATHANAMTHITTA,KONNI, ,09.15,76.50,0087,101
1246,KERALA,WAYANAD,VYTHIRI, ,11.33,76.02,0712,302
1247,KERALA,WAYANAD,MANANTHAVADY, ,11.50,76.00,0853,302
1248,KERALA,WAYANAD,AMBALAVAYAL, ,11.37,76.12,0914,302
1249,KERALA,WAYANAD,KUPPADI, ,11.41,76.16,0917,302
1250,M.P.,BALAGHAT,PARASWADA, ,22.11,80.19,0567,104
1251,M.P.,BALAGHAT,MALANJKHAND,OBSY,22.00,80.42,0581,104
1252,M.P.,BALAGHAT,KATANGI, ,21.47,79.48,0341,315
1253,M.P.,BALAGHAT,BALAGHAT, ,21.48,80.12,0317,315
1254,M.P.,BALAGHAT,LANJI, ,21.30,80.32,0318,315
1255,M.P.,BALAGHAT,WARASEONI, ,21.45,80.03,0302,315
1256,M.P.,BALAGHAT,PARASWAD,HYDRO,22.10,80.10,0571,315
1257,M.P.,BARWANI,SENDHWA(MED), ,21.41,75.06, ,104
1258,M.P.,BARWANI,BADWANI, ,22.02,74.53, ,104
1259,M.P.,BETUL,ATNER, ,21.38,77.55,0680,103
1260,M.P.,BETUL,BHAINSDEHI, ,21.39,77.38,0754,103
1261,M.P.,BETUL,MULTAI, ,21.46,78.16,0771,103
1262,M.P.,BETUL,BETUL, ,21.55,77.54,0658,104
1263,M.P.,BETUL,CHICHOLI, ,22.01,77.40,0634,104
1264,M.P.,BHIND,BHIND, ,26.34,78.48,0162,408
1265,M.P.,BHIND,LAHAR, ,26.12,78.56,0212,408
1266,M.P.,BHIND,GOHAD, ,26.25,78.27,0162,408
1267,M.P.,BHIND,MEHGAON, ,26.30,78.37,0149,408
1268,M.P.,BHOPAL,BHOPAL,OBSY,23.17,77.21,0523,408
1269,M.P.,CHHATARPUR,CHAHTARPUR, ,24.55,79.36,0505,408
1270,M.P.,CHHATARPUR,BUXWAHA, ,24.15,79.18, ,408
1271,M.P.,CHHATARPUR,RAJNAGAR, ,24.53,79.55,0623,408
1272,M.P.,CHHATARPUR,KHAJURAHO AERO,OBSY,24.59,79.55,0217,408
1273,M.P.,CHHATARPUR,NOWGONG,OBSY,25.04,79.27,0229,408
1274,M.P.,CHINDWARA,SAUSAR, ,21.38,78.47,0362,315
1275,M.P.,CHINDWARA,CHINDWARA, ,22.04,78.57,0667,315
1276,M.P.,CHINDWARA,AMARWARA, ,22.18,79.10,0918,315
1277,M.P.,DAMOH,DAMOH, ,23.50,79.27,0424,408
1278,M.P.,DAMOH,HATTA, ,24.08,79.36,0306,408
1279,M.P.,DATIA,BHAINDER, ,25.44,78.45, ,408
1280,M.P.,DATIA,DATIA, ,25.40,78.28,0457,408
1281,M.P.,DATIA,SEODHA(SEONDHA), ,26.09,78.48, ,408
1282,M.P.,DEWAS,KANNOD, ,22.40,76.44,0351,104
1283,M.P.,DEWAS,KHATEGAON, ,22.36,76.55, ,104
1284,M.P.,DEWAS,DEWAS, ,22.58,76.04,0535,404
1285,M.P.,DEWAS,TONKHURD, ,23.05,76.10, ,404
1286,M.P.,DEWAS,SONKATCH, ,22.58,76.21, ,405
1287,M.P.,DEWAS,BAGLI, ,22.39,76.21, ,405
1288,M.P.,DHAR,KUKSHI, ,22.25,74.40, ,104
1289,M.P.,DHAR,DHAR, ,22.36,75.18, ,104
1290,M.P.,DHAR,MANAWAR, ,22.14,75.05, ,104
1291,M.P.,DHAR,SARDARPUR, ,22.40,74.59,0457,105
1292,M.P.,DHAR,BADNAWAR, ,23.01,75.14, ,105
1293,M.P.,DHAR,GANDHWANI, ,22.35,75.30, ,404
1294,M.P.,DHAR,NALCHHA, , . , . , , 
1295,M.P.,GUNA,CHACHODA, ,24.10,77.00,0444,405
1296,M.P.,GUNA,GUNA,OBSY,24.39,77.19,0478,405
1297,M.P.,GUNA,ASHOKNAGAR, ,24.34,77.43,0502,408
1298,M.P.,GUNA,MUNGAOLI, ,24.24,78.06,0404,408
1299,M.P.,GUNA,CHANDERI, ,24.43,78.08, ,408
1300,M.P.,GWALIOR,DABRA, ,25.57,78.24,0205,408
1301,M.P.,GWALIOR,BHANDAR, ,25.44,78.45, ,408
1302,M.P.,GWALIOR,GWALIOR,OBSY,26.14,78.15,0207,408
1303,M.P.,HARDA,HARDA, ,22.21,77.05,0291,104
1304,M.P.,HARDA,KHIRKIYA, ,22.05,77.05,0523,104
1305,M.P.,HOSHANGBAD,HOSHANGBAD, ,22.46,77.46, ,104
1306,M.P.,HOSHANGABAD,MAKRAI, ,22.05,77.05,0523,104
1307,M.P.,HOSHANGABAD,PACHMARHI,OBSY,22.28,78.26,1075,104
1308,M.P.,INDORE,INDORE,OBSY,22.43,75.48,0567,404
1309,M.P.,INDORE,DEPALPUR, ,22.51,75.33, ,404
1310,M.P.,INDORE,MHOW, ,22.33,75.46,0579,404
1311,M.P.,INDORE,GAUTAMPURA, ,22.59,75.46, ,404
1312,M.P.,INDORE,MANPUR%TAPPA, ,22.26,75.38, ,104
1313,M.P.,JABALPUR,PATAN, ,23.18,79.42,0375,104
1314,M.P.,JABALPUR,JABALPUR-NEW-,OBSY,23.12,79.57,0393,104
1315,M.P.,JHABUA,THANDLA, ,22.02,73.03, ,104
1316,M.P.,JHABUA,ALIRAJPUR, ,22.18,74.22,0297,104
1317,M.P.,JHABUA,JABOT, ,22.25,74.34, ,104
1318,M.P.,JHABUA,BHABHRA, ,22.29,74.20, ,104
1319,M.P.,JHABUA,JHABUA, ,22.47,74.35, ,105
1320,M.P.,JHABUA,PETLAWAD, ,23.01,74.48, ,105
1321,M.P.,KATNI,KATNI, ,23.59,80.36,0361,414
1322,M.P.,KHANDWA,BURHANPUR, ,21.19,76.14,0253,103
1323,M.P.,KHANDWA,KHANDWA,OBSY,21.50,76.22,0318,104
1324,M.P.,KHANDWA,HARSUD, ,22.07,76.44,0260,104
1325,M.P.,KHANDWA,PANDHANA, , . , . , , 
1326,M.P.,KHARGONE,KHARGONE, ,21.49,75.37, ,104
1327,M.P.,KHARGONE,BHIKANGAON,HYDRO,21.52,75.58,0282,104
1328,M.P.,KHARGONE,SHEGAON, ,21. ,75. , ,104
1329,M.P.,KHARGONE,MAHESHWAR, ,22.12,75.35,0442,104
1330,M.P.,KHARGONE,THIKRI, ,22.04,75.24, ,104
1331,M.P.,KHARGONE,KASARWAD, ,22.08,75.36, ,104
1332,M.P.,KHARGONE,BARWAHA, ,22.16,76.02, ,104
1333,M.P.,MANDLA,MANDLA, ,22.36,80.23,0442,104
1334,M.P.,MANDLA,BICHHIA, ,22.27,80.43,0638,104
1335,M.P.,MANDLA,NAINPUR, ,22.25,80.15, ,315
1336,M.P.,MANDSAUR,MANDSAUR, ,24.04,75.04,0436,404
1337,M.P.,MANDSAUR,SUVASARA, ,24.04,75.39,0403,404
1338,M.P.,MANDSAUR,GAROTH, ,24.20,75.39,0411,404
1339,M.P.,MANDSAUR,BHANPURA, ,24.35,75.45, ,405
1340,M.P.,MANDSAUR,MANASA, , . , . , , 
1341,M.P.,MORENA,ALIPUR(JAURA), ,26.21,77.49, ,408
1342,M.P.,MORENA,SABALGARH, ,26.15,77.24, ,408
1343,M.P.,MORENA,AMBAH, ,26.42,78.14,0029,408
1344,M.P.,MORENA,MORENA, ,26.30,78.00, ,408
1345,M.P.,NARSINGHPUR,GADARWARA, ,22.55,78.48,0347,104
1346,M.P.,NARSINGHPUR,NARSINGHPUR, ,22.57,79.12,0359,104
1347,M.P.,NARSINGHPUR,TENDUKHEDA, ,23.10,78.53,0335,104
1348,M.P.,NARSINGHPUR,KANELI, , . , . , , 
1349,M.P.,NARSINGHPUR,GOTEGAON, , . , . , , 
1350,M.P.,NEEMUCH,NEEMUCH, ,24.28,74.52,0491,404
1351,M.P.,NEEMUCH,JAWAD, ,24.36,74.51,0457,406
1352,M.P.,PANNA,AJAIGARH, ,24.54,80.15, ,408
1353,M.P.,PANNA,PANNA, ,24.43,80.12,0305,408
1354,M.P.,PANNA,DEVENDRANAGAR, ,24.38,80.25,0352,409
1355,M.P.,RAESEN,BARELI, ,23.00,77.14, ,104
1356,M.P.,RAESEN,UDAIPURA, ,23.05,78.30, ,104
1357,M.P.,RAESEN,SALWANI%SILVANI, ,23.18,78.27, ,104
1358,M.P.,RAESEN,RAISEN, ,23.20,77.48, ,408
1359,M.P.,RAESEN,BEGUMGANJ, ,23.36,78.20, ,408
1360,M.P.,RAJGARH,BIAORA, ,23.55,76.55, ,405
1361,M.P.,RAJGARH,SARANGPUR, ,23.34,76.28, ,405
1362,M.P.,RAJGARH,NARSINGARH, ,23.42,77.05,0467,405
