State,Month,TotalPrecipitation,AverageMinTemperature,AverageMaxTemperature,AverageRelativeHumidity
MADHAYA PRADESH,2007-04,267.52807,23.58843,41.87832,0.16907
ANDAMAN AND NICOBAR ISLANDS,2009-07,60.52535,28.53581,30.43584,0.72581
MEGHALAYA,2001-07,2894.23597,23.36104,28.78953,0.89574
KARNATAKA,2001-02,52.97170,16.68868,34.61594,0.39770
LADAKH,2005-11,23.68069,-15.69432,-3.98060,0.54940
TRIPURA,2006-03,3.31478,17.44692,36.04935,0.39606
DADRA AND NAGAR HAVELI,2007-10,203.64991,26.72158,29.23997,0.66973
WEST BENGAL,2001-05,3486.98949,27.03039,39.06963,0.59199
ANDAMAN AND NICOBAR ISLANDS,2013-09,180.56300,27.50430,29.43970,0.75835
MEGHALAYA,2012-05,653.66466,22.99527,34.13146,0.68372
JAMMU AND KASHMIR,2001-01,255.45505,-2.96117,11.10412,0.42131
ANDHRA PRADESH,2010-08,3592.03629,24.40477,32.24916,0.74520
GUJARAT,2006-10,2886.42643,23.91275,34.52776,0.55644
MAHARASHTRA,2013-08,13013.05806,22.32109,26.29546,0.88579
MIZORAM,2002-12,3.56483,10.53020,25.85140,0.75796
MIZORAM,2003-07,569.36019,22.78765,31.71006,0.85277
NAGALAND,2011-11,191.73458,6.60677,21.02114,0.82413
DADRA AND NAGAR HAVELI,2008-05,348.90517,27.74077,29.59255,0.74082
SIKKIM,2012-10,29.10176,14.16340,23.79300,0.29607
MADHAYA PRADESH,2004-09,5722.24557,22.19307,32.83804,0.71456
MANIPUR,2005-09,747.49644,19.69802,30.10568,0.81511
SIKKIM,2002-01,25.32606,6.72352,16.77981,0.38688
KERALA,2005-07,11715.95162,24.83986,26.91710,0.87623
CHANDIGARH,2005-11,0.00000,11.70340,28.95763,0.21492
PUDUCHERRY,2012-06,22.27822,26.84025,38.02415,0.48288
HARYANA,2013-10,900.23596,20.42922,32.07604,0.58771
GUJARAT,2009-09,3216.78898,25.15384,33.40106,0.70711
MIZORAM,2012-09,1281.86418,22.88828,30.37951,0.92184
MANIPUR,2013-10,1523.91614,16.46748,27.18474,0.85435
NEW DELHI,2000-11,0.06609,13.11043,30.14933,0.27149
UTTAR PRADESH,2001-02,555.92098,10.01556,29.82520,0.30850
ARUNACHAL PRADESH,2000-01,119.93667,4.13038,17.74024,0.58645
HIMACHAL PRADESH,2009-05,1195.11903,18.73087,32.73607,0.36605
ANDAMAN AND NICOBAR ISLANDS,2009-04,65.76102,28.66513,29.93500,0.76879
MAHARASHTRA,2013-07,23081.23306,22.98217,26.23154,0.88583
MADHAYA PRADESH,2002-06,5659.73840,27.95193,39.37461,0.43742
ANDAMAN AND NICOBAR ISLANDS,2002-02,137.76965,26.75093,27.49668,0.77226
MEGHALAYA,2012-10,1027.25138,20.44089,29.49650,0.81634
RAJASTHAN,2002-04,115.09640,22.29192,40.83420,0.14930
PUNJAB,2012-01,175.87819,5.41763,18.80790,0.64133
WEST BENGAL,2001-11,1299.46141,18.84623,29.17085,0.69663
ORISSA,2005-02,306.83838,16.70935,33.00723,0.49084
MEGHALAYA,2007-02,233.22601,12.77647,25.57674,0.64534
MIZORAM,2001-05,1222.36715,21.68374,31.55427,0.80325
ANDHRA PRADESH,2000-09,2711.86288,23.71559,33.04187,0.72325
PUDUCHERRY,2008-01,31.35653,20.15145,31.25482,0.73486
PUNJAB,2000-12,331.18219,7.84119,24.88477,0.35996
UTTARAKHAND,2006-01,411.33963,8.55226,22.47431,0.31765
LAKSHADWEEP,2003-11,224.96913,26.75747,28.48683,0.75164
LAKSHADWEEP,2006-01,83.35646,26.08435,28.05932,0.73401
DAMAN AND DIU,2003-09,296.00435,27.45777,28.54648,0.79855
NEW DELHI,2008-02,0.02804,6.29283,26.26214,0.30318
CHANDIGARH,2009-01,1.09005,8.45329,22.58139,0.62443
NEW DELHI,2003-10,0.00000,16.25168,33.45365,0.38090
GOA,2005-03,9.33495,23.46544,31.42171,0.62629
NEW DELHI,2013-09,73.10943,24.15713,35.57797,0.56211
GOA,2007-05,200.22585,25.65721,32.43116,0.75444
DADRA AND NAGAR HAVELI,2001-10,277.93667,26.77113,29.88855,0.72881
TAMILNADU,2005-09,6259.67631,23.69995,32.77248,0.70323
GUJARAT,2001-04,1661.08634,23.60291,37.81036,0.42048
MEGHALAYA,2011-03,285.45869,17.03545,31.71995,0.55474
HARYANA,2002-04,483.40570,21.42534,40.08782,0.22341
PUDUCHERRY,2001-02,10.15892,20.16566,34.75261,0.66013
TELANGANA,2001-10,1531.55776,20.14201,31.29557,0.69853
GUJARAT,2003-05,2557.84165,26.50687,39.00001,0.49527
MEGHALAYA,2005-07,1577.00374,22.88087,29.97941,0.84431
RAJASTHAN,2010-03,50.42193,18.43899,37.17636,0.22185
TELANGANA,2001-01,53.12244,15.12978,30.83186,0.42465
MEGHALAYA,2005-05,865.11734,20.86860,32.84317,0.67260
BIHAR,2004-02,189.38478,10.80643,28.32142,0.48348
MANIPUR,2006-11,88.10693,10.46366,25.13109,0.77173
MANIPUR,2008-07,1669.12670,20.49894,27.31795,0.91102
PUDUCHERRY,2001-11,197.42947,23.36243,30.75372,0.79393
GUJARAT,2001-12,1198.26108,17.73229,31.09582,0.38726
TELANGANA,2000-02,246.70448,18.53796,32.43081,0.51554
MIZORAM,2003-11,0.05608,13.48916,28.76200,0.73366
MIZORAM,2010-04,324.30055,22.35756,35.55164,0.63414
ORISSA,2007-05,2587.69789,26.44307,41.28641,0.51155
ORISSA,2004-03,469.46982,19.33793,38.38447,0.42834
RAJASTHAN,2002-08,5317.28739,26.16604,36.43136,0.58282
HARYANA,2009-11,1732.90693,13.30150,27.55900,0.47147
SIKKIM,2002-02,2.93798,8.92508,20.33180,0.32964
BIHAR,2012-12,1000.83890,10.18642,25.50572,0.43786
ARUNACHAL PRADESH,2003-11,449.67104,9.81533,21.47662,0.73718
ANDHRA PRADESH,2013-11,1036.12192,17.93083,28.48525,0.74167
WEST BENGAL,2010-06,6710.29994,27.81494,36.54648,0.69452
MEGHALAYA,2008-01,138.73630,10.90087,23.91438,0.67136
RAJASTHAN,2005-08,979.67340,25.70800,36.73884,0.53927
UTTARAKHAND,2003-05,1216.12604,21.65766,36.41274,0.24388
UTTARAKHAND,2013-01,759.51700,5.53873,19.32276,0.47108
UTTARAKHAND,2004-12,783.66777,8.20662,23.00332,0.35651
ORISSA,2002-09,10596.96288,23.52414,31.32770,0.78177
DADRA AND NAGAR HAVELI,2013-03,38.79890,25.10577,28.86297,0.60306
GUJARAT,2013-08,9680.77096,25.01096,28.32025,0.85900
MEGHALAYA,2007-06,3024.98481,22.91252,29.49652,0.87333
MEGHALAYA,2002-02,32.73797,11.98451,28.22757,0.48303
CHATISGARH,2001-01,91.37559,9.47578,29.55506,0.38975
BIHAR,2001-11,1115.80064,15.82608,30.01165,0.55745
KARNATAKA,2007-02,53.15117,16.46902,32.21652,0.45139
TAMILNADU,2000-08,5670.30058,23.78129,32.45373,0.67596
TRIPURA,2002-01,23.66295,11.47467,25.97442,0.63695
NAGALAND,2009-01,64.92448,5.31885,19.39094,0.82307
SIKKIM,2004-03,0.44889,14.07694,26.48306,0.25768
BIHAR,2004-09,7434.90963,24.72635,33.47034,0.73700
BIHAR,2007-02,2086.51474,13.22683,27.26245,0.57517
HARYANA,2002-02,439.34058,8.89080,26.06454,0.44658
MIZORAM,2006-09,632.74399,21.92448,32.03253,0.84851
LAKSHADWEEP,2009-05,476.24701,28.54261,29.82068,0.79572
MANIPUR,2007-09,1439.52781,19.67285,27.70224,0.85477
NEW DELHI,2004-03,0.00000,15.34642,35.98077,0.18404
CHANDIGARH,2011-10,4.22287,16.22329,30.29816,0.57666
HIMACHAL PRADESH,2011-05,753.68133,20.80375,35.24738,0.36881
ANDAMAN AND NICOBAR ISLANDS,2002-09,85.01873,28.32387,29.90550,0.74621
ARUNACHAL PRADESH,2011-11,346.55600,8.64130,21.20263,0.61251
DADRA AND NAGAR HAVELI,2000-07,620.18425,26.84448,27.60345,0.85723
MEGHALAYA,2002-12,117.24689,12.24060,24.25154,0.76751
MEGHALAYA,2005-01,49.41616,10.51265,24.17056,0.60814
JAMMU AND KASHMIR,2012-10,808.73940,7.34501,20.43598,0.48279
ANDAMAN AND NICOBAR ISLANDS,2012-07,72.11151,28.33119,30.38726,0.71818
ARUNACHAL PRADESH,2000-06,8057.83222,18.69679,26.01664,0.87912
RAJASTHAN,2007-01,165.90870,9.08300,25.83530,0.32806
KERALA,2001-07,10660.44654,24.49119,26.97728,0.86444
UTTARAKHAND,2013-04,383.66633,17.87872,32.64235,0.31726
UTTARAKHAND,2000-11,916.48149,11.91912,26.57412,0.35789
NAGALAND,2005-01,57.70912,2.41415,18.09526,0.78750
ANDHRA PRADESH,2012-02,2.43792,15.12124,34.01698,0.52642
LAKSHADWEEP,2005-11,330.68390,26.52163,27.97250,0.79000
LAKSHADWEEP,2012-08,366.24014,27.12477,27.91290,0.79102
KARNATAKA,2011-07,9671.35779,21.86557,26.94894,0.80499
MAHARASHTRA,2000-03,76.91359,18.80071,35.48076,0.26104
MAHARASHTRA,2007-08,14988.84335,23.18379,27.97789,0.85308
MIZORAM,2007-01,0.01030,9.17548,27.06302,0.56473
MEGHALAYA,2000-08,3671.16493,23.07708,28.34670,0.91462
SIKKIM,2013-06,716.71260,19.18933,26.17302,0.67979
GUJARAT,2007-10,2178.17139,22.22158,33.46729,0.51453
MAHARASHTRA,2005-04,606.02923,23.84715,38.82083,0.30618
NAGALAND,2010-08,2731.86390,18.77335,24.19314,0.95328
SIKKIM,2001-12,0.00858,7.11527,18.02836,0.44149
BIHAR,2000-09,12370.01349,23.70685,31.27523,0.81343
LAKSHADWEEP,2012-06,370.30104,27.57440,28.49783,0.78430
HARYANA,2001-01,677.41574,5.93778,22.59430,0.44409
TELANGANA,2007-07,2915.14289,24.17769,31.92237,0.71736
MIZORAM,2002-02,0.00000,11.87912,30.37260,0.47852
HARYANA,2002-08,1982.56433,27.54790,39.04576,0.54461
SIKKIM,2008-05,44.52897,17.46372,29.49023,0.49993
MANIPUR,2004-03,51.89282,11.98535,29.90746,0.50006
GOA,2013-01,0.00687,24.65632,29.67102,0.59085
GOA,2008-11,157.75078,24.20707,32.00138,0.63150
GOA,2008-03,140.39927,24.14618,31.23852,0.66079
MEGHALAYA,2002-07,3558.43929,23.53045,27.80357,0.93307
MEGHALAYA,2003-07,2693.73720,23.45764,28.92547,0.90574
KARNATAKA,2000-01,171.49356,16.11714,30.85545,0.49580
SIKKIM,2005-08,88.34897,21.04873,27.86544,0.74348
RAJASTHAN,2013-06,1121.00741,28.74911,41.04347,0.39591
NAGALAND,2001-09,2752.63315,17.77065,24.13623,0.94516
NAGALAND,2006-05,1959.13234,14.78446,24.68762,0.82773
DADRA AND NAGAR HAVELI,2013-09,303.16659,27.02957,28.56657,0.83229
GUJARAT,2013-06,7916.07106,27.25482,33.18164,0.72719
DADRA AND NAGAR HAVELI,2004-09,375.82224,26.73713,28.75320,0.81593
WEST BENGAL,2002-01,368.65388,13.34993,27.34397,0.53807
MAHARASHTRA,2003-06,11617.10537,26.17104,34.12528,0.62100
DADRA AND NAGAR HAVELI,2011-10,140.06599,27.28265,30.03439,0.70822
JHARKHAND,2007-08,6743.06187,24.62518,30.50179,0.84701
PUNJAB,2002-03,292.81468,11.89317,33.28381,0.35194
KERALA,2010-04,1529.31085,26.69954,32.71635,0.75349
JHARKHAND,2009-06,2512.91083,27.79807,40.81279,0.41744
JHARKHAND,2012-06,3679.49867,26.92419,38.80303,0.51942
PUNJAB,2004-02,144.45509,8.18482,27.33882,0.46455
ANDHRA PRADESH,2005-04,464.46495,25.05873,39.05524,0.52427
NAGALAND,2013-10,1603.24762,13.30137,23.21658,0.88470
BIHAR,2005-04,802.55398,23.06690,40.43125,0.21007
TRIPURA,2008-03,127.67714,19.04484,35.01491,0.57022
DAMAN AND DIU,2010-10,33.78812,28.00223,29.95137,0.72150
LAKSHADWEEP,2009-01,8.36678,25.73900,27.86635,0.70177
MANIPUR,2012-09,2409.32590,20.43945,27.74380,0.92711
GOA,2005-02,1.34583,23.22236,31.14143,0.55149
NEW DELHI,2009-11,11.95793,12.82773,27.02110,0.45053
GOA,2009-07,2627.68512,25.44856,26.73989,0.87829
UTTAR PRADESH,2002-10,4900.20120,18.66966,34.01942,0.48699
MEGHALAYA,2005-08,1457.36817,22.93933,29.24520,0.89015
ANDHRA PRADESH,2007-01,4.34365,15.40756,30.76907,0.64191
KARNATAKA,2005-09,7049.25580,20.94549,26.72546,0.87034
DADRA AND NAGAR HAVELI,2003-10,224.51532,26.93319,29.90297,0.68619
JAMMU AND KASHMIR,2008-02,1451.06238,-1.68140,10.00369,0.62035
RAJASTHAN,2006-05,353.42614,28.04508,44.18990,0.20294
PUDUCHERRY,2002-12,80.09376,20.85126,30.62198,0.72771
UTTARAKHAND,2004-03,133.91936,15.22423,31.76710,0.24723
BIHAR,2006-03,1865.97552,17.70176,34.51457,0.32577
MEGHALAYA,2009-06,1869.71642,23.12927,30.05610,0.85511
BIHAR,2000-01,836.96054,9.43179,25.66946,0.44619
RAJASTHAN,2008-08,7848.94935,25.16098,33.44194,0.67671
RAJASTHAN,2013-04,130.24754,21.20704,38.71666,0.22909
MAHARASHTRA,2007-10,1155.18791,19.49180,31.14317,0.57427
TAMILNADU,2009-11,11791.66762,22.04995,28.24352,0.85191
RAJASTHAN,2004-08,4619.39979,25.76054,35.07491,0.62759
ANDHRA PRADESH,2009-01,26.87520,15.73654,31.18034,0.62921
TELANGANA,2013-01,1.13019,15.72597,30.92895,0.47348
NAGALAND,2009-09,2532.33519,17.33785,24.72396,0.92511
TAMILNADU,2007-11,6535.57583,20.58037,29.45146,0.76229
MANIPUR,2013-01,1.53208,3.98331,23.36896,0.75502
NAGALAND,2000-06,1938.07780,17.97256,24.34405,0.92567
ASSAM,2011-01,829.78789,9.56214,22.67342,0.74847
CHATISGARH,2003-02,192.53665,15.95443,32.79110,0.44805
NAGALAND,2003-12,221.57792,5.37200,17.88502,0.84594
NEW DELHI,2006-11,0.00000,13.89847,29.76857,0.35663
MIZORAM,2002-05,845.61445,21.81105,33.33348,0.76581
CHANDIGARH,2013-01,124.33781,4.44819,18.84855,0.71044
HARYANA,2006-01,476.46189,7.04573,23.38982,0.44251
DAMAN AND DIU,2012-07,1869.99831,28.15037,29.09115,0.80703
HIMACHAL PRADESH,2003-09,1773.68314,17.70515,27.93224,0.66791
HIMACHAL PRADESH,2004-10,2231.09174,12.27112,24.57467,0.46254
KARNATAKA,2004-07,6900.08978,21.22213,27.13396,0.81835
LADAKH,2010-10,27.64521,-9.42856,0.27239,0.69462
MADHAYA PRADESH,2000-07,19030.92573,24.39391,31.31871,0.74851
TRIPURA,2003-07,1674.91582,25.05144,30.94650,0.88957
RAJASTHAN,2005-02,91.50409,10.69295,27.47409,0.35623
BIHAR,2013-05,3075.27056,26.82685,42.28840,0.34308
GUJARAT,2011-02,258.20438,18.06983,30.44826,0.47143
TELANGANA,2011-02,29.12585,16.50398,32.28829,0.45106
ASSAM,2000-03,522.87731,13.57483,31.13028,0.46986
LADAKH,2004-03,61.26638,-17.72679,-1.47187,0.74838
CHATISGARH,2000-12,37.15499,7.56626,29.47231,0.37498
PUDUCHERRY,2004-05,417.41348,26.03721,35.11561,0.68565
LAKSHADWEEP,2005-03,41.62846,27.48542,29.04835,0.77867
LAKSHADWEEP,2007-12,46.86728,26.38616,28.35142,0.72629
MAHARASHTRA,2009-05,1591.04550,26.93950,39.95731,0.38481
TRIPURA,2009-04,532.62634,23.29739,36.54103,0.61493
MIZORAM,2003-06,2492.81707,23.12618,29.32485,0.87350
NAGALAND,2004-08,1781.03578,18.29859,25.57630,0.92810
CHANDIGARH,2001-04,2.32258,19.88957,38.05617,0.19159
LADAKH,2002-08,16.02030,3.48861,16.64187,0.42576
NAGALAND,2007-07,2163.22131,18.95883,23.76309,0.93152
PUNJAB,2011-01,322.06393,5.33781,19.37973,0.63092
NEW DELHI,2007-07,145.89299,28.93290,37.97206,0.51776
ARUNACHAL PRADESH,2001-06,9080.48204,19.11245,26.36582,0.86294
HIMACHAL PRADESH,2009-07,2677.51990,21.43768,32.71745,0.57587
JAMMU AND KASHMIR,2007-01,524.19151,-2.42052,9.74591,0.57993
UTTAR PRADESH,2008-12,1774.21580,11.43830,26.35624,0.54084
ANDHRA PRADESH,2008-12,39.96405,16.97260,30.24049,0.69648
CHATISGARH,2006-12,36.86514,11.81576,29.37410,0.49187
DADRA AND NAGAR HAVELI,2010-04,123.36417,27.78223,30.19297,0.66693
DADRA AND NAGAR HAVELI,2006-09,454.82597,26.94033,28.65160,0.83176
KARNATAKA,2000-05,5709.60840,22.38813,34.06330,0.62536
SIKKIM,2007-01,0.62227,6.56318,18.29581,0.33252
JHARKHAND,2005-02,171.49811,15.20698,29.94600,0.44567
DADRA AND NAGAR HAVELI,2007-02,11.03725,23.92421,27.89768,0.65835
GUJARAT,2003-06,7960.88997,27.94369,35.92235,0.64531
CHATISGARH,2005-02,212.39836,15.26162,31.79588,0.42010
ORISSA,2001-05,2028.03035,26.66905,42.43903,0.44310
UTTARAKHAND,2002-02,820.62637,9.82047,23.28834,0.43107
LADAKH,2010-08,14.30969,2.53382,12.11477,0.82048
MAHARASHTRA,2013-12,217.64740,14.65386,28.32831,0.50315
TAMILNADU,2010-09,6534.07931,23.57092,32.28530,0.73017
BIHAR,2007-09,17265.22298,24.93056,31.24508,0.84009
MADHAYA PRADESH,2003-04,336.49544,23.07960,41.30677,0.18471
GUJARAT,2002-05,4025.40974,27.70482,39.34260,0.51854
BIHAR,2012-06,2935.73685,28.92066,41.53286,0.47847
ANDHRA PRADESH,2011-10,2605.82368,21.00954,31.06873,0.77007
KERALA,2012-11,2436.64604,25.29421,28.87437,0.73630
MANIPUR,2004-12,19.09691,8.17141,22.76902,0.74570
PUNJAB,2008-06,2438.35134,28.93325,40.72791,0.49841
NEW DELHI,2003-09,58.40779,23.64367,32.47383,0.72855
GOA,2009-08,1274.29123,24.94635,27.52063,0.87099
CHANDIGARH,2012-11,0.64373,12.18100,27.41257,0.45429
ANDAMAN AND NICOBAR ISLANDS,2013-06,142.64032,28.09220,30.53577,0.71960
UTTAR PRADESH,2002-04,1190.82295,23.00542,41.46964,0.20044
DADRA AND NAGAR HAVELI,2003-11,132.18899,26.11493,29.19143,0.62429
CHATISGARH,2012-04,142.09040,21.95681,41.60297,0.27199
MEGHALAYA,2004-02,16.23359,11.12576,26.96024,0.49620
RAJASTHAN,2013-07,6757.09705,27.19327,36.12473,0.61024
UTTARAKHAND,2003-03,279.45730,13.45088,28.29324,0.33741
TELANGANA,2013-07,3811.72686,22.33821,27.28198,0.83392
MAHARASHTRA,2000-01,244.95622,15.07323,30.23270,0.36313
PUNJAB,2006-11,819.58235,14.04729,28.43935,0.45661
MAHARASHTRA,2007-12,336.70428,16.76606,30.11870,0.46399
UTTAR PRADESH,2006-01,1137.81860,8.70815,25.92487,0.41451
BIHAR,2004-11,1497.59695,14.72974,29.65747,0.49497
ORISSA,2000-01,634.09540,12.20116,29.65126,0.51384
MANIPUR,2002-04,235.99576,15.76859,30.64048,0.61093
CHATISGARH,2010-02,153.47088,14.37876,32.63972,0.38316
JHARKHAND,2010-05,2152.42030,26.39075,41.28195,0.43383
HARYANA,2001-11,741.45890,12.36003,30.20778,0.32951
CHANDIGARH,2006-11,0.04292,13.57477,29.26220,0.34271
LAKSHADWEEP,2009-04,125.81234,28.66287,30.09953,0.78438
KERALA,2000-08,10464.94845,24.33150,27.21989,0.85445
SIKKIM,2013-09,456.96104,17.89101,25.10514,0.66911
MANIPUR,2009-02,16.31298,8.83830,27.57264,0.57728
GOA,2001-02,0.00000,22.74636,31.35048,0.52755
GOA,2010-05,69.27736,26.34761,33.26684,0.75288
ARUNACHAL PRADESH,2012-02,608.51355,7.22506,19.55147,0.60937
ANDAMAN AND NICOBAR ISLANDS,2007-09,237.77234,28.02630,29.78120,0.76307
MEGHALAYA,2012-01,56.46372,11.56681,24.53606,0.62275
ANDAMAN AND NICOBAR ISLANDS,2005-07,129.74866,28.42087,30.32542,0.73991
MADHAYA PRADESH,2001-10,3751.19350,18.67841,34.03406,0.51944
MEGHALAYA,2007-12,88.16207,12.06390,24.84221,0.71146
UTTAR PRADESH,2012-02,636.94626,9.72944,26.06134,0.47292
SIKKIM,2005-01,33.07314,6.17742,17.17390,0.35390
SIKKIM,2012-04,73.06939,14.39597,25.21042,0.29433
LADAKH,2013-06,105.41512,1.10050,10.72180,0.66385
LAKSHADWEEP,2005-09,555.74393,26.97140,27.86283,0.81412
LAKSHADWEEP,2006-11,359.36938,27.05613,28.57997,0.77794
KARNATAKA,2010-04,526.03595,23.16395,38.72106,0.48411
UTTAR PRADESH,2013-02,4013.42260,11.53795,25.65472,0.61069
MEGHALAYA,2007-11,588.69276,16.37720,27.15917,0.76793
CHANDIGARH,2005-08,53.40558,25.48248,38.77600,0.54823
JHARKHAND,2008-06,7768.91986,25.76720,33.96521,0.70482
NEW DELHI,2012-01,5.83191,4.28755,18.90774,0.65300
LADAKH,2009-12,48.89517,-19.44240,-7.71905,0.77697
KERALA,2007-11,2724.97658,23.78971,30.30940,0.75050
DAMAN AND DIU,2012-04,3.61519,26.48250,28.44500,0.71408
PUNJAB,2013-03,496.45471,13.32697,29.66850,0.62662
MANIPUR,2005-05,285.99003,16.92705,30.68458,0.65841
CHANDIGARH,2007-09,47.33391,24.07180,39.16487,0.57039
NEW DELHI,2011-01,0.17166,4.79016,18.71019,0.66331
GOA,2009-10,517.31862,24.56811,30.10018,0.76548
HIMACHAL PRADESH,2006-11,768.98745,9.10738,21.82757,0.41160
ANDAMAN AND NICOBAR ISLANDS,2001-07,118.30045,28.27026,30.26200,0.72593
DADRA AND NAGAR HAVELI,2010-08,603.78914,26.71184,27.53813,0.86407
TELANGANA,2001-04,181.56512,24.96610,40.08233,0.35905
TRIPURA,2002-06,1934.73137,24.64164,31.31790,0.87768
TELANGANA,2002-01,149.72998,15.39333,30.12795,0.47531
MEGHALAYA,2008-03,165.25906,15.93887,31.03748,0.55202
CHATISGARH,2013-04,217.67367,22.06923,41.02234,0.28564
PUNJAB,2011-11,620.50142,14.14786,28.43740,0.47462
CHATISGARH,2013-01,42.09221,10.39384,29.10255,0.45682
TRIPURA,2001-11,499.86849,16.92736,27.07178,0.84468
SIKKIM,2012-09,681.44163,18.12507,24.92639,0.69628
TELANGANA,2005-10,1895.41986,20.95495,29.00897,0.79862
NAGALAND,2002-02,59.45234,4.76076,21.46082,0.71988
ORISSA,2009-11,3954.45028,18.19349,29.41853,0.70670
NEW DELHI,2013-11,0.35448,11.93670,27.24210,0.39351
MIZORAM,2013-09,1461.13793,22.79635,29.68655,0.93623
ORISSA,2003-08,16803.19845,24.51954,29.95612,0.85906
LAKSHADWEEP,2013-02,69.11832,26.93968,28.47857,0.72153
MIZORAM,2013-02,14.57634,9.93512,32.03532,0.59985
CHANDIGARH,2004-01,40.51294,6.12161,21.34484,0.51673
ANDAMAN AND NICOBAR ISLANDS,2004-02,69.64106,26.23045,27.26138,0.75214
JAMMU AND KASHMIR,2002-12,802.21885,0.09327,12.23555,0.44174
RAJASTHAN,2001-07,6750.97758,26.61485,34.57039,0.64921
ANDAMAN AND NICOBAR ISLANDS,2008-05,39.54637,29.02942,30.70203,0.74884
SIKKIM,2002-07,281.43757,20.91000,27.47674,0.75306
TAMILNADU,2013-06,5013.94920,23.67814,31.23276,0.68470
LADAKH,2010-12,24.82910,-17.83529,-8.27710,0.71392
ANDHRA PRADESH,2008-08,4835.07685,24.26265,31.90618,0.75191
BIHAR,2009-08,15722.21320,26.45783,33.09644,0.79985
KERALA,2013-08,9387.80691,24.73025,26.82346,0.85722
HARYANA,2008-12,724.73734,10.64880,25.58027,0.47856
UTTARAKHAND,2004-09,2532.03420,19.88726,31.56617,0.58181
MANIPUR,2000-10,984.73113,16.33753,27.18604,0.84989
MANIPUR,2012-01,90.75909,4.70477,21.61794,0.78053
HARYANA,2009-03,208.85450,13.96065,33.43010,0.37908
UTTARAKHAND,2013-09,1461.92929,19.43697,29.27405,0.73159
GUJARAT,2008-08,9081.00090,25.19092,29.53012,0.81873
ANDHRA PRADESH,2008-03,3205.57551,20.75815,34.20736,0.58311
MAHARASHTRA,2007-06,13653.27129,26.39511,34.36450,0.63840
TRIPURA,2013-12,5.90715,13.60215,26.37122,0.70658
HARYANA,2011-08,8591.24530,25.55569,31.28206,0.83871
CHANDIGARH,2007-04,4.78635,22.02030,40.54340,0.17263
MAHARASHTRA,2012-11,642.36995,17.36193,30.06615,0.54633
NAGALAND,2006-09,1499.94747,16.31680,24.62282,0.90499
LADAKH,2011-10,53.82186,-6.48661,2.29653,0.53485
BIHAR,2003-12,395.06813,10.42373,25.09904,0.55199
GUJARAT,2007-07,13511.91819,26.41614,31.11293,0.79358
MIZORAM,2006-08,590.72526,22.50732,32.72377,0.84603
CHANDIGARH,2004-08,141.67040,25.23961,35.23258,0.68647
HIMACHAL PRADESH,2005-03,1100.58973,10.13091,22.92152,0.50023
DADRA AND NAGAR HAVELI,2008-07,645.26973,27.27568,28.12639,0.84853
ARUNACHAL PRADESH,2005-03,2165.25049,11.56805,20.83274,0.71693
JAMMU AND KASHMIR,2008-04,2576.40066,7.43056,21.34522,0.53115
HIMACHAL PRADESH,2006-08,4344.46894,19.75013,27.74604,0.76915
HIMACHAL PRADESH,2009-01,579.80457,5.29121,17.07520,0.62874
UTTAR PRADESH,2000-07,24817.44318,26.82470,34.57620,0.69722
MAHARASHTRA,2006-11,2464.20032,18.79104,29.61948,0.63083
JHARKHAND,2007-01,297.69999,10.36944,27.36306,0.41312
GUJARAT,2006-11,1624.80189,20.80095,32.14244,0.45527
MADHAYA PRADESH,2011-07,28995.13275,23.82547,29.32720,0.86540
NAGALAND,2012-08,2783.64362,19.17500,25.84437,0.92850
LADAKH,2009-08,3.33924,-1.42634,10.17987,0.73466
ARUNACHAL PRADESH,2000-04,1594.44733,12.81481,24.69382,0.68860
LAKSHADWEEP,2006-05,565.28569,28.23494,29.34981,0.80554
UTTARAKHAND,2009-11,1290.86797,11.57135,23.98995,0.54947
DADRA AND NAGAR HAVELI,2006-08,872.26342,26.93600,27.60206,0.86494
ASSAM,2008-10,5145.73522,19.15254,30.09186,0.82397
NAGALAND,2009-08,3515.33564,18.65576,24.30229,0.94828
MADHAYA PRADESH,2001-08,10215.39467,23.53463,31.32932,0.79090
LADAKH,2008-08,17.98754,3.53797,15.60145,0.42602
LAKSHADWEEP,2011-09,404.66019,27.20323,27.87050,0.78992
PUDUCHERRY,2011-11,288.65893,21.70580,28.74833,0.85397
PUNJAB,2006-07,1640.45264,28.52556,38.42647,0.56490
CHATISGARH,2009-11,1701.61958,16.26081,29.30672,0.63188
KERALA,2008-03,6248.50323,24.40239,30.54851,0.73984
PUDUCHERRY,2000-06,32.91178,26.67812,37.61670,0.50578
BIHAR,2013-09,5224.24934,24.52748,33.99140,0.70403
TRIPURA,2012-11,413.97884,16.96201,27.32206,0.80063
CHANDIGARH,2006-07,195.03832,27.87900,37.20874,0.57587
BIHAR,2008-05,4419.85004,27.57137,41.68940,0.37565
PUNJAB,2003-04,628.53729,19.92072,39.11755,0.26887
MIZORAM,2009-12,0.00687,10.50507,26.26535,0.73839
LAKSHADWEEP,2007-11,161.38930,26.61843,28.21667,0.76786
UTTAR PRADESH,2004-07,8290.76338,28.39934,38.45344,0.50973
ANDAMAN AND NICOBAR ISLANDS,2003-05,28.92322,29.25735,30.98671,0.75330
JAMMU AND KASHMIR,2012-08,6622.97154,16.43137,25.45261,0.79738
ANDHRA PRADESH,2012-01,232.23155,14.76348,29.32472,0.66912
