Month,District_State,MaxTemperature
2004-09,"FEROZEPORE, PUNJAB",46.63000
2004-09,"SANGRUR, PUNJAB",45.04000
2004-09,"GANGANAGAR, RAJASTHAN",44.66250
2004-09,"JAMMU, JAMMU AND KASHMIR",44.56250
2004-09,"SIRSA, HARYANA",44.16400
2004-09,"HANUMANGARH, RAJASTHAN",44.16400
2004-09,"KAPURTHALA, PUNJAB",44.11050
2009-06,"SIMDEGA, JHARKHAND",51.31750
2009-06,"KORBA, CHATISGARH",51.27350
2009-06,"BILASPUR, CHATISGARH",50.98400
2009-06,"JHARSUGUDA, ORISSA",50.94800
2009-06,"BALRAMPUR, UTTAR PRADESH",50.87100
2009-06,"AURAIYA, UTTAR PRADESH",50.86900
2009-06,"AMRITSAR, PUNJAB",50.70700
2009-06,"HARDOI, UTTAR PRADESH",50.69450
2009-06,"SHAHJAHANPUR, UTTAR PRADESH",50.60900
2009-06,"PILIBHIT, UTTAR PRADESH",50.45500
2013-04,"BHANDARA, MAHARASHTRA",49.18950
2013-04,"JANJGIR, CHATISGARH",49.02000
2013-04,"DHENKANAL, ORISSA",48.97300
2013-04,"BALAGHAT, MADHAYA PRADESH",48.93000
2013-04,"CHANDRAPUR, MAHARASHTRA",48.84750
2013-04,"GONDIA, MAHARASHTRA",48.76000
2013-04,"SONEPUR, ORISSA",48.31150
2013-04,"CUTTACK, ORISSA",48.29800
2013-04,"RAIGARH, CHATISGARH",48.26200
2013-04,"BOLANGIR, ORISSA",48.24300
2012-03,"SONEPUR, ORISSA",46.07850
2012-03,"JHARSUGUDA, ORISSA",46.05200
2012-03,"JANJGIR, CHATISGARH",45.81200
2012-03,"BALASORE, ORISSA",45.79900
2012-03,"DHENKANAL, ORISSA",45.71500
2012-03,"SAMBALPUR, ORISSA",45.67800
2012-03,"CUTTACK, ORISSA",45.46900
2012-03,"GADCHIROLI, MAHARASHTRA",45.29450
2012-03,"MALKANGIRI, ORISSA",45.22000
2012-03,"GONDIA, MAHARASHTRA",44.95900
2007-04,"SATNA, MADHAYA PRADESH",51.09650
2007-04,"JANJGIR, CHATISGARH",51.06200
2007-04,"GONDIA, MAHARASHTRA",51.04100
2007-04,"GADCHIROLI, MAHARASHTRA",50.51750
2007-04,"SAMBALPUR, ORISSA",49.99200
2007-04,"JHARSUGUDA, ORISSA",49.99200
2007-04,"BHANDARA, MAHARASHTRA",49.93150
2007-04,"DAMOH, MADHAYA PRADESH",49.71200
2007-04,"KORBA, CHATISGARH",49.70850
2007-04,"SIDHI, MADHAYA PRADESH",49.45200
2008-03,"SUNDARGARH, ORISSA",44.36600
2008-03,"HARDA, MADHAYA PRADESH",44.33900
2008-03,"TIKAMGARH, MADHAYA PRADESH",44.23950
2008-03,"REWA, MADHAYA PRADESH",44.23700
2008-03,"DHENKANAL, ORISSA",44.20100
2008-03,"JHARSUGUDA, ORISSA",44.18000
2008-03,"SAMBALPUR, ORISSA",44.18000
2008-03,"SIDHI, MADHAYA PRADESH",44.15900
2008-03,"HOWRAH, WEST BENGAL",44.01400
2008-03,"LALITPUR, UTTAR PRADESH",43.97050
2009-02,"NELLORE, ANDHRA PRADESH",42.46800
2009-02,"KHAMMAM, TELANGANA",42.40400
2009-02,"EAST GODAVARI, ANDHRA PRADESH",42.21400
2009-02,"HAVERI, KARNATAKA",42.00000
2009-02,"BALASORE, ORISSA",41.92700
2009-02,"KRISHNA, ANDHRA PRADESH",41.87100
2009-02,"MALKANGIRI, ORISSA",41.70900
2009-02,"GAJAPATI, ORISSA",41.69700
2009-02,"DANTEWARA, CHATISGARH",41.52500
2009-02,"JAJPUR, ORISSA",41.49500
2008-10,"BARMER, RAJASTHAN",44.21900
2008-10,"FEROZEPORE, PUNJAB",43.88200
2008-10,"FARIDKOT, PUNJAB",43.63600
2008-10,"SIVAGANGA, TAMILNADU",42.36700
2008-10,"BANASKANTHA, GUJARAT",42.27050
2008-10,"GANGANAGAR, RAJASTHAN",42.05600
2008-10,"PATAN, GUJARAT",41.52900
2008-10,"JALORE, RAJASTHAN",41.42200
2008-10,"SIRSA, HARYANA",41.35600
2008-10,"HANUMANGARH, RAJASTHAN",41.35600
2004-07,"AMRITSAR, PUNJAB",50.10700
2004-07,"GANGANAGAR, RAJASTHAN",49.93500
2004-07,"BHATINDA, PUNJAB",49.93300
2004-07,"FARIDKOT, PUNJAB",49.46000
2004-07,"FEROZEPORE, PUNJAB",49.32700
2004-07,"BUXAR, BIHAR",48.33200
2004-07,"JAMMU, JAMMU AND KASHMIR",48.26100
2004-07,"SIRSA, HARYANA",48.13600
2004-07,"HANUMANGARH, RAJASTHAN",48.13600
2004-07,"AMBALA, HARYANA",48.12000
2006-06,"BALRAMPUR, UTTAR PRADESH",49.25200
2006-06,"SANGRUR, PUNJAB",49.11300
2006-06,"BARMER, RAJASTHAN",48.77400
2006-06,"BHATINDA, PUNJAB",48.74400
2006-06,"FEROZEPORE, PUNJAB",48.64800
2006-06,"GANGANAGAR, RAJASTHAN",48.62650
2006-06,"RAIPUR, CHATISGARH",48.60000
2006-06,"PILIBHIT, UTTAR PRADESH",48.51250
2006-06,"JHARSUGUDA, ORISSA",48.49300
2006-06,"KOWARDHA, CHATISGARH",48.40500
