Month,District_State,TotalPrecipitation
2003-06,"THRISSUR, KERALA",1153.74435
2003-06,"HAILAKANDI, ASSAM",1146.26442
2003-06,"KASARGOD, KERALA",1082.19615
2003-06,"LAKSHADWEEP, LAKSHADWEEP",1075.37092
2003-06,"AIZWAL, MIZORAM",1073.14671
2003-06,"KANNUR, KERALA",1040.60440
2003-10,"PURI, ORISSA",785.77308
2003-10,"KHURDA, ORISSA",738.10057
2003-10,"CUTTACK, ORISSA",708.08632
2003-10,"JAJPUR, ORISSA",658.61148
2003-10,"THRISSUR, KERALA",625.74649
2003-10,"KENDRAPARA, ORISSA",614.80180
2003-10,"NAYAGARH, ORISSA",612.85856
2003-10,"NILGIRIS, TAMILNADU",595.96627
2003-10,"DHENKANAL, ORISSA",590.17064
2003-10,"ALAPPUZHA, KERALA",587.63464
2005-08,"NORTH GOA, GOA",925.44536
2005-08,"RATNAGIRI, MAHARASHTRA",867.89213
2005-08,"SHIMOGA, KARNATAKA",844.68538
2005-08,"PAPAMPARE, ARUNACHAL PRADESH",822.50169
2005-08,"KANARA NORTH, KARNATAKA",821.75349
2005-08,"MON, NAGALAND",779.74609
2005-08,"SOUTH GOA, GOA",776.24931
2005-08,"KOLABA/RAIGARH, MAHARASHTRA",729.23098
2005-08,"KOLHAPUR, MAHARASHTRA",725.29878
2005-08,"KODAGU, KARNATAKA",697.65802
2007-11,"VILLUPURAM, TAMILNADU",353.33045
2007-11,"THIRUVANANTHAP, KERALA",343.75648
2007-11,"CUDDALORE, TAMILNADU",340.79936
2007-11,"TIRUNELVELI, TAMILNADU",322.63698
2007-11,"KOLLAM, KERALA",313.56184
2007-11,"KANNIYAKUMARI, TAMILNADU",292.54246
2007-11,"PUDUCHERRY, PUDUCHERRY",283.85244
2007-11,"ALAPPUZHA, KERALA",283.01070
2007-11,"KANCHEEPURAM, TAMILNADU",276.85252
2007-11,"THENI, TAMILNADU",266.51714
2011-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",346.54850
2011-12,"CHENNAI, TAMILNADU",171.77813
2011-12,"SIVAGANGA, TAMILNADU",165.98970
2011-12,"THENI, TAMILNADU",156.56418
2011-12,"RAMANATHAPURA, TAMILNADU",139.78317
2011-12,"KANCHEEPURAM, TAMILNADU",127.01126
2011-12,"KARUR, TAMILNADU",126.26267
2011-12,"MADURAI, TAMILNADU",123.55114
2011-12,"PUDUKOTTAI, TAMILNADU",122.34993
2011-12,"DINDIGUL, TAMILNADU",121.24057
2005-03,"BADGAM, JAMMU AND KASHMIR",616.44126
2005-03,"PULWAMA, JAMMU AND KASHMIR",615.25154
2005-03,"BARAMULLA, JAMMU AND KASHMIR",457.21840
2005-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",384.99869
2005-03,"MON, NAGALAND",335.10019
2005-03,"PHEK, NAGALAND",318.40790
2005-03,"SRINAGAR, JAMMU AND KASHMIR",289.41140
2005-03,"DIBANG VALLEY, ARUNACHAL PRADESH",283.79317
2005-03,"SENAPATI, MANIPUR",266.02880
2005-03,"EAST SIANG, ARUNACHAL PRADESH",262.72431
2009-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",551.31105
2009-04,"PULWAMA, JAMMU AND KASHMIR",427.21887
2009-04,"EAST SIANG, ARUNACHAL PRADESH",421.01495
2009-04,"BADGAM, JAMMU AND KASHMIR",379.98111
2009-04,"BARAMULLA, JAMMU AND KASHMIR",374.87240
2009-04,"UPPER SIANG, ARUNACHAL PRADESH",369.59808
2009-04,"LAKHIMPUR, ASSAM",366.55830
2009-04,"PAPAMPARE, ARUNACHAL PRADESH",340.12127
2009-04,"DIBANG VALLEY, ARUNACHAL PRADESH",318.16837
2009-04,"WEST SIANG, ARUNACHAL PRADESH",306.35035
2009-03,"PULWAMA, JAMMU AND KASHMIR",435.59243
2009-03,"BADGAM, JAMMU AND KASHMIR",361.85531
2009-03,"BARAMULLA, JAMMU AND KASHMIR",279.37891
2009-03,"KANCHEEPURAM, TAMILNADU",219.20619
2009-03,"VILLUPURAM, TAMILNADU",219.00972
2009-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",208.54110
2009-03,"TIRUVANNAMALAI, TAMILNADU",207.66769
2009-03,"DIBANG VALLEY, ARUNACHAL PRADESH",190.74155
2009-03,"THIRUVANANTHAP, KERALA",178.05977
2009-03,"TIRUNELVELI, TAMILNADU",176.44388
2013-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",225.69497
2013-01,"UPPER SIANG, ARUNACHAL PRADESH",184.55098
2013-01,"THIRUVARUR, TAMILNADU",160.09049
2013-01,"KULU, HIMACHAL PRADESH",143.99818
2013-01,"PULWAMA, JAMMU AND KASHMIR",133.14399
2013-01,"CHANDIGARH, CHANDIGARH",124.33781
2013-01,"ROOPNAGAR, PUNJAB",121.71135
2013-01,"KINNAUR, HIMACHAL PRADESH",121.41308
2013-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",121.37314
2013-01,"MANDI, HIMACHAL PRADESH",121.17813
2002-07,"PAPAMPARE, ARUNACHAL PRADESH",1705.08079
2002-07,"LAKHIMPUR, ASSAM",1437.06920
2002-07,"MON, NAGALAND",1382.99585
2002-07,"JAINTIA HILLS, MEGHALAYA",1342.99972
2002-07,"MORIGAON, ASSAM",1139.55425
2002-07,"TIRAP, ARUNACHAL PRADESH",1104.74278
2002-07,"CHANGLANG, ARUNACHAL PRADESH",1091.18994
2002-07,"GOLAGHAT, ASSAM",1044.78481
2002-07,"COOCH BEHAR, WEST BENGAL",1035.26087
2002-07,"NORTH TRIPURA, TRIPURA",954.54833
2001-09,"UPPER SUBANSIRI, ARUNACHAL PRADESH",1097.13510
2001-09,"MORIGAON, ASSAM",1093.35941
2001-09,"MON, NAGALAND",1073.52655
2001-09,"PAPAMPARE, ARUNACHAL PRADESH",943.89817
2001-09,"KISHANGANJ, BIHAR",889.95737
2001-09,"CHANGLANG, ARUNACHAL PRADESH",820.74868
2001-09,"LAKHIMPUR, ASSAM",808.03930
2001-09,"TIRAP, ARUNACHAL PRADESH",807.31790
2001-09,"WEST SIANG, ARUNACHAL PRADESH",774.26318
2001-09,"NOWGONG, ASSAM",766.59392
2008-01,"PULWAMA, JAMMU AND KASHMIR",455.42448
2008-01,"BARAMULLA, JAMMU AND KASHMIR",346.04872
2008-01,"ANANTNAG, JAMMU AND KASHMIR",340.23682
2008-01,"BADGAM, JAMMU AND KASHMIR",328.56844
2008-01,"KINNAUR, HIMACHAL PRADESH",267.41157
2008-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",260.37255
2008-01,"SRINAGAR, JAMMU AND KASHMIR",259.44671
2008-01,"DODA, JAMMU AND KASHMIR",258.00647
2008-01,"UPPER SIANG, ARUNACHAL PRADESH",231.05365
2008-01,"KUPWARA, JAMMU AND KASHMIR",204.18435
2002-05,"NORTH TRIPURA, TRIPURA",1023.08892
2002-05,"KARBI ANGLONG, ASSAM",990.60724
2002-05,"MON, NAGALAND",895.29308
2002-05,"EAST KHASI HILLS, MEGHALAYA",877.86429
2002-05,"JAINTIA HILLS, MEGHALAYA",832.92154
2002-05,"GOLAGHAT, ASSAM",818.58700
2002-05,"HAILAKANDI, ASSAM",810.40993
2002-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",775.41515
2002-05,"LAKSHADWEEP, LAKSHADWEEP",769.87092
2002-05,"ALAPPUZHA, KERALA",747.41145
2010-10,"MON, NAGALAND",800.01322
2010-10,"LAKSHADWEEP, LAKSHADWEEP",595.27245
2010-10,"KASARGOD, KERALA",558.24795
2010-10,"NILGIRIS, TAMILNADU",533.44544
2010-10,"TIRAP, ARUNACHAL PRADESH",532.68586
2010-10,"PHEK, NAGALAND",516.04236
2010-10,"NORTH TRIPURA, TRIPURA",514.77854
2010-10,"KANARA SOUTH, KARNATAKA",511.18517
2010-10,"THRISSUR, KERALA",500.84267
2010-10,"KODAGU, KARNATAKA",500.78118
2004-09,"JAINTIA HILLS, MEGHALAYA",881.78238
2004-09,"NORTH TRIPURA, TRIPURA",875.40139
2004-09,"EAST KHASI HILLS, MEGHALAYA",762.07498
2004-09,"MON, NAGALAND",761.51225
2004-09,"KARBI ANGLONG, ASSAM",695.86931
2004-09,"PAPAMPARE, ARUNACHAL PRADESH",676.42315
2004-09,"WEST TRIPURA, TRIPURA",670.67582
2004-09,"HAILAKANDI, ASSAM",665.43461
2004-09,"ALAPPUZHA, KERALA",640.90285
2004-09,"PHEK, NAGALAND",639.83774
2009-06,"PAPAMPARE, ARUNACHAL PRADESH",1150.81787
2009-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",1142.14449
2009-06,"SOUTH GOA, GOA",1060.78233
2009-06,"THRISSUR, KERALA",1043.78847
2009-06,"ALAPPUZHA, KERALA",1040.92143
2009-06,"LAKHIMPUR, ASSAM",993.06302
2009-06,"LAKSHADWEEP, LAKSHADWEEP",969.30630
2009-06,"KOTTAYAM, KERALA",917.65682
2009-06,"WEST SIANG, ARUNACHAL PRADESH",914.96626
2009-06,"PATHANAMTHITTA, KERALA",908.69033
2013-04,"DIBANG VALLEY, ARUNACHAL PRADESH",1024.17812
2013-04,"EAST SIANG, ARUNACHAL PRADESH",852.88595
2013-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",677.94747
2013-04,"UPPER SIANG, ARUNACHAL PRADESH",672.44912
2013-04,"JORHAT, ASSAM",641.98786
2013-04,"GOLAGHAT, ASSAM",598.92223
2013-04,"WEST KAMENG, ARUNACHAL PRADESH",580.68406
2013-04,"N.C.HILLS, ASSAM",547.57931
2013-04,"PULWAMA, JAMMU AND KASHMIR",492.86386
2013-04,"SIBSAGAR, ASSAM",465.80404
2012-03,"UPPER SIANG, ARUNACHAL PRADESH",272.54418
2012-03,"DIBANG VALLEY, ARUNACHAL PRADESH",255.80807
2012-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",216.70875
2012-03,"KARGIL, JAMMU AND KASHMIR",193.54305
2012-03,"PULWAMA, JAMMU AND KASHMIR",168.53888
2012-03,"BARAMULLA, JAMMU AND KASHMIR",148.94543
2012-03,"ERNAKULAM, KERALA",142.29698
2012-03,"KOTTAYAM, KERALA",126.89095
2012-03,"IDUKKI, KERALA",126.07843
2012-03,"LADAKH, LADAKH",117.57947
2007-04,"PHEK, NAGALAND",582.71268
2007-04,"SENAPATI, MANIPUR",526.08382
2007-04,"KARBI ANGLONG, ASSAM",460.71920
2007-04,"MON, NAGALAND",447.55167
2007-04,"NORTH TRIPURA, TRIPURA",446.64961
2007-04,"KOHIMA, NAGALAND",420.37169
2007-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",418.57997
2007-04,"TUENSANG, NAGALAND",417.10838
2007-04,"GOLAGHAT, ASSAM",412.19525
2007-04,"HAILAKANDI, ASSAM",384.51507
2008-03,"DINDIGUL, TAMILNADU",625.82784
2008-03,"THENI, TAMILNADU",600.98005
2008-03,"NILGIRIS, TAMILNADU",587.55620
2008-03,"ALAPPUZHA, KERALA",559.00414
2008-03,"PALAKKAD, KERALA",543.87730
2008-03,"BANGALORE URBA, KARNATAKA",537.14390
2008-03,"IDUKKI, KERALA",536.19206
2008-03,"ERNAKULAM, KERALA",533.76904
2008-03,"WAYANAD, KERALA",520.58039
2008-03,"KOTTAYAM, KERALA",517.62861
2009-02,"PULWAMA, JAMMU AND KASHMIR",431.59969
2009-02,"BARAMULLA, JAMMU AND KASHMIR",355.93812
2009-02,"BADGAM, JAMMU AND KASHMIR",351.57104
2009-02,"ANANTNAG, JAMMU AND KASHMIR",265.13156
2009-02,"KUPWARA, JAMMU AND KASHMIR",215.86588
2009-02,"SRINAGAR, JAMMU AND KASHMIR",193.70726
2009-02,"DODA, JAMMU AND KASHMIR",186.72067
2009-02,"DIBANG VALLEY, ARUNACHAL PRADESH",171.86739
2009-02,"KARGIL, JAMMU AND KASHMIR",144.87876
2009-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",139.96153
2008-10,"KARUR, TAMILNADU",578.63709
2008-10,"MON, NAGALAND",576.20115
2008-10,"NILGIRIS, TAMILNADU",541.00154
2008-10,"KOTTAYAM, KERALA",536.22236
2008-10,"THENI, TAMILNADU",535.35029
2008-10,"WAYANAD, KERALA",531.66143
2008-10,"PATHANAMTHITTA, KERALA",527.30427
2008-10,"ERNAKULAM, KERALA",522.60931
2008-10,"KANNIYAKUMARI, TAMILNADU",515.70595
2008-10,"ALAPPUZHA, KERALA",508.87987
2004-07,"EAST GARO HILLS, MEGHALAYA",1743.18094
2004-07,"EAST KHASI HILLS, MEGHALAYA",1642.21651
2004-07,"JAINTIA HILLS, MEGHALAYA",1637.65647
2004-07,"PAPAMPARE, ARUNACHAL PRADESH",1391.55582
2004-07,"MUMBAI CITY, MAHARASHTRA",1368.04756
2004-07,"GOLAGHAT, ASSAM",1357.69953
2004-07,"SOUTH GOA, GOA",1342.19969
2004-07,"LAKHIMPUR, ASSAM",1329.83878
2004-07,"MORIGAON, ASSAM",1317.76707
2004-07,"KARBI ANGLONG, ASSAM",1276.56473
2006-06,"SOUTH GOA, GOA",1103.15956
2006-06,"KASARGOD, KERALA",1034.39024
2006-06,"KANARA SOUTH, KARNATAKA",880.39157
2006-06,"SINDHUDURG, MAHARASHTRA",868.49272
2006-06,"KANARA NORTH, KARNATAKA",844.52698
2006-06,"UDUPI, KARNATAKA",830.46346
2006-06,"KANNUR, KERALA",818.52266
2006-06,"PAPAMPARE, ARUNACHAL PRADESH",813.58065
2006-06,"NORTH GOA, GOA",796.96876
2006-06,"MUMBAI CITY, MAHARASHTRA",785.91640
