Month,District_State,MinTemperature
2010-05,"ANANTNAG, JAMMU AND KASHMIR",6.45300
2003-11,"KARGIL, JAMMU AND KASHMIR",-29.69100
2003-11,"LADAKH, LADAKH",-19.53350
2003-11,"KINNAUR, HIMACHAL PRADESH",-9.62100
2003-11,"LAHUL AND SPITI, HIMACHAL PRADESH",-8.05500
2003-11,"BARAMULLA, JAMMU AND KASHMIR",-5.75600
2003-11,"PULWAMA, JAMMU AND KASHMIR",-5.49100
2003-11,"KUPWARA, JAMMU AND KASHMIR",-4.05100
2003-11,"KULU, HIMACHAL PRADESH",-3.16100
2003-11,"BADGAM, JAMMU AND KASHMIR",-2.61600
2003-11,"SRINAGAR, JAMMU AND KASHMIR",-2.61600
2009-09,"LADAKH, LADAKH",-5.45450
2009-09,"KARGIL, JAMMU AND KASHMIR",-4.90800
2009-09,"LAHUL AND SPITI, HIMACHAL PRADESH",4.49050
2009-09,"KINNAUR, HIMACHAL PRADESH",5.24200
2009-09,"BARAMULLA, JAMMU AND KASHMIR",5.64800
2009-09,"PULWAMA, JAMMU AND KASHMIR",6.25200
2009-09,"SRINAGAR, JAMMU AND KASHMIR",7.55500
2009-09,"BADGAM, JAMMU AND KASHMIR",7.55500
2009-09,"KUPWARA, JAMMU AND KASHMIR",7.63300
2009-09,"ANANTNAG, JAMMU AND KASHMIR",8.40300
2011-02,"LADAKH, LADAKH",-35.23050
2011-02,"KARGIL, JAMMU AND KASHMIR",-34.03300
2011-02,"BARAMULLA, JAMMU AND KASHMIR",-8.86700
2011-02,"PULWAMA, JAMMU AND KASHMIR",-8.70500
2011-02,"KUPWARA, JAMMU AND KASHMIR",-8.69400
2011-02,"KINNAUR, HIMACHAL PRADESH",-7.59750
2011-02,"LAHUL AND SPITI, HIMACHAL PRADESH",-6.72850
2011-02,"ANANTNAG, JAMMU AND KASHMIR",-5.62000
2011-02,"PHEK, NAGALAND",-2.15500
2011-02,"BADGAM, JAMMU AND KASHMIR",-2.09800
2011-06,"KARGIL, JAMMU AND KASHMIR",-13.87000
2011-06,"LADAKH, LADAKH",-9.26650
2011-06,"PULWAMA, JAMMU AND KASHMIR",3.32100
2011-06,"BARAMULLA, JAMMU AND KASHMIR",3.59100
2011-06,"KUPWARA, JAMMU AND KASHMIR",4.44200
2011-06,"KINNAUR, HIMACHAL PRADESH",6.07850
2011-06,"ANANTNAG, JAMMU AND KASHMIR",7.70200
2011-06,"LAHUL AND SPITI, HIMACHAL PRADESH",8.13250
2011-06,"PHEK, NAGALAND",10.75800
2011-06,"SRINAGAR, JAMMU AND KASHMIR",11.13200
2009-05,"KARGIL, JAMMU AND KASHMIR",-12.38600
2009-05,"LADAKH, LADAKH",-8.47550
2009-05,"KINNAUR, HIMACHAL PRADESH",0.19000
2009-05,"LAHUL AND SPITI, HIMACHAL PRADESH",0.30150
2009-05,"BARAMULLA, JAMMU AND KASHMIR",1.16300
2009-05,"KUPWARA, JAMMU AND KASHMIR",1.85100
2009-05,"PULWAMA, JAMMU AND KASHMIR",2.37600
2009-05,"SRINAGAR, JAMMU AND KASHMIR",3.71200
2009-05,"BADGAM, JAMMU AND KASHMIR",3.71200
2009-05,"ANANTNAG, JAMMU AND KASHMIR",4.86200
2013-03,"LADAKH, LADAKH",-36.10250
2013-03,"KARGIL, JAMMU AND KASHMIR",-28.65200
2013-03,"PULWAMA, JAMMU AND KASHMIR",-6.28500
2013-03,"BARAMULLA, JAMMU AND KASHMIR",-6.27900
2013-03,"KUPWARA, JAMMU AND KASHMIR",-6.25800
2013-03,"KINNAUR, HIMACHAL PRADESH",-3.99450
2013-03,"ANANTNAG, JAMMU AND KASHMIR",-2.96600
2013-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-2.67800
2013-03,"SRINAGAR, JAMMU AND KASHMIR",0.37500
2013-03,"BADGAM, JAMMU AND KASHMIR",0.37500
2007-03,"LADAKH, LADAKH",-33.57100
2007-03,"KARGIL, JAMMU AND KASHMIR",-33.19700
2007-03,"KINNAUR, HIMACHAL PRADESH",-13.16150
2007-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-12.94500
2007-03,"BARAMULLA, JAMMU AND KASHMIR",-8.30200
2007-03,"PULWAMA, JAMMU AND KASHMIR",-6.14700
2007-03,"KUPWARA, JAMMU AND KASHMIR",-5.96300
2007-03,"SRINAGAR, JAMMU AND KASHMIR",-4.53500
2007-03,"BADGAM, JAMMU AND KASHMIR",-4.53500
2007-03,"KULU, HIMACHAL PRADESH",-4.47100
2013-10,"KARGIL, JAMMU AND KASHMIR",-12.88800
2013-10,"LADAKH, LADAKH",-12.48000
2013-10,"KUPWARA, JAMMU AND KASHMIR",-1.91100
2013-10,"BARAMULLA, JAMMU AND KASHMIR",-1.41500
2013-10,"PULWAMA, JAMMU AND KASHMIR",-0.76900
2013-10,"LAHUL AND SPITI, HIMACHAL PRADESH",1.08350
2013-10,"KINNAUR, HIMACHAL PRADESH",2.39050
2013-10,"ANANTNAG, JAMMU AND KASHMIR",2.98400
2013-10,"PITHORGARH, UTTARAKHAND",4.53300
2013-10,"PHEK, NAGALAND",5.31200
2001-07,"KARGIL, JAMMU AND KASHMIR",-1.25100
2001-07,"LADAKH, LADAKH",-1.04300
2001-07,"KINNAUR, HIMACHAL PRADESH",6.87550
2001-07,"LAHUL AND SPITI, HIMACHAL PRADESH",6.91900
2001-07,"BARAMULLA, JAMMU AND KASHMIR",7.41600
2001-07,"PULWAMA, JAMMU AND KASHMIR",7.43900
2001-07,"SRINAGAR, JAMMU AND KASHMIR",8.98300
2001-07,"BADGAM, JAMMU AND KASHMIR",8.98300
2001-07,"KUPWARA, JAMMU AND KASHMIR",9.91700
2001-07,"KULU, HIMACHAL PRADESH",10.25700
2003-04,"KARGIL, JAMMU AND KASHMIR",-25.37200
2003-04,"LADAKH, LADAKH",-15.90400
2003-04,"KINNAUR, HIMACHAL PRADESH",-5.33400
2003-04,"LAHUL AND SPITI, HIMACHAL PRADESH",-4.69400
2003-04,"BARAMULLA, JAMMU AND KASHMIR",-2.05200
2003-04,"KUPWARA, JAMMU AND KASHMIR",-1.50500
2003-04,"PULWAMA, JAMMU AND KASHMIR",0.42300
2003-04,"BADGAM, JAMMU AND KASHMIR",1.74700
2003-04,"SRINAGAR, JAMMU AND KASHMIR",1.74700
2003-04,"ANANTNAG, JAMMU AND KASHMIR",3.06000
2010-12,"LADAKH, LADAKH",-22.28150
2010-12,"KARGIL, JAMMU AND KASHMIR",-21.76400
2010-12,"LAHUL AND SPITI, HIMACHAL PRADESH",-10.00650
2010-12,"KINNAUR, HIMACHAL PRADESH",-9.74700
2010-12,"BARAMULLA, JAMMU AND KASHMIR",-6.30200
2010-12,"KUPWARA, JAMMU AND KASHMIR",-5.32100
2010-12,"PULWAMA, JAMMU AND KASHMIR",-5.15100
2010-12,"BADGAM, JAMMU AND KASHMIR",-4.86700
2010-12,"SRINAGAR, JAMMU AND KASHMIR",-4.86700
2010-12,"KULU, HIMACHAL PRADESH",-4.22100
2012-10,"KARGIL, JAMMU AND KASHMIR",-19.46300
2012-10,"LADAKH, LADAKH",-16.84200
2012-10,"BARAMULLA, JAMMU AND KASHMIR",-1.83700
2012-10,"PULWAMA, JAMMU AND KASHMIR",-1.60100
2012-10,"KINNAUR, HIMACHAL PRADESH",-1.50600
2012-10,"KUPWARA, JAMMU AND KASHMIR",-1.34700
2012-10,"LAHUL AND SPITI, HIMACHAL PRADESH",1.62100
2012-10,"ANANTNAG, JAMMU AND KASHMIR",1.92200
2012-10,"BADGAM, JAMMU AND KASHMIR",4.24100
2012-10,"SRINAGAR, JAMMU AND KASHMIR",4.24100
2003-06,"LADAKH, LADAKH",-3.02600
2003-06,"KARGIL, JAMMU AND KASHMIR",-2.63000
2003-06,"KINNAUR, HIMACHAL PRADESH",6.93100
2003-06,"LAHUL AND SPITI, HIMACHAL PRADESH",7.35900
2003-06,"BARAMULLA, JAMMU AND KASHMIR",9.29200
2003-06,"KULU, HIMACHAL PRADESH",9.43800
2003-06,"TAWANG, ARUNACHAL PRADESH",10.70800
2003-06,"KUPWARA, JAMMU AND KASHMIR",10.82000
2003-06,"PULWAMA, JAMMU AND KASHMIR",10.87200
2003-06,"ANANTNAG, JAMMU AND KASHMIR",12.16600
2003-10,"KARGIL, JAMMU AND KASHMIR",-17.66900
2003-10,"LADAKH, LADAKH",-12.06250
2003-10,"LAHUL AND SPITI, HIMACHAL PRADESH",-3.11000
2003-10,"BARAMULLA, JAMMU AND KASHMIR",0.17500
2003-10,"KINNAUR, HIMACHAL PRADESH",0.32900
2003-10,"PULWAMA, JAMMU AND KASHMIR",0.47400
2003-10,"KUPWARA, JAMMU AND KASHMIR",1.96600
2003-10,"ANANTNAG, JAMMU AND KASHMIR",3.33800
2003-10,"SRINAGAR, JAMMU AND KASHMIR",3.41700
2003-10,"BADGAM, JAMMU AND KASHMIR",3.41700
2005-08,"KARGIL, JAMMU AND KASHMIR",-3.65800
2005-08,"LADAKH, LADAKH",-2.00650
2005-08,"LAHUL AND SPITI, HIMACHAL PRADESH",5.90000
2005-08,"KINNAUR, HIMACHAL PRADESH",6.23650
2005-08,"BARAMULLA, JAMMU AND KASHMIR",6.43200
2005-08,"PULWAMA, JAMMU AND KASHMIR",7.55500
2005-08,"KULU, HIMACHAL PRADESH",7.78300
2005-08,"KUPWARA, JAMMU AND KASHMIR",8.64100
2005-08,"BADGAM, JAMMU AND KASHMIR",8.99200
2005-08,"SRINAGAR, JAMMU AND KASHMIR",8.99200
2007-11,"LADAKH, LADAKH",-22.08800
2007-11,"KARGIL, JAMMU AND KASHMIR",-21.88700
2007-11,"BARAMULLA, JAMMU AND KASHMIR",-6.34400
2007-11,"LAHUL AND SPITI, HIMACHAL PRADESH",-5.95100
2007-11,"KINNAUR, HIMACHAL PRADESH",-5.34900
2007-11,"PULWAMA, JAMMU AND KASHMIR",-4.05100
2007-11,"KUPWARA, JAMMU AND KASHMIR",-3.93400
2007-11,"BADGAM, JAMMU AND KASHMIR",-2.47100
2007-11,"SRINAGAR, JAMMU AND KASHMIR",-2.47100
2007-11,"KULU, HIMACHAL PRADESH",-0.34600
2011-12,"KARGIL, JAMMU AND KASHMIR",-31.66100
2011-12,"LADAKH, LADAKH",-25.54750
2011-12,"PULWAMA, JAMMU AND KASHMIR",-11.09400
2011-12,"KUPWARA, JAMMU AND KASHMIR",-10.60600
2011-12,"BARAMULLA, JAMMU AND KASHMIR",-9.12400
2011-12,"LAHUL AND SPITI, HIMACHAL PRADESH",-6.39300
2011-12,"ANANTNAG, JAMMU AND KASHMIR",-5.25000
2011-12,"KINNAUR, HIMACHAL PRADESH",-5.23100
2011-12,"PITHORGARH, UTTARAKHAND",-5.17400
2011-12,"PHEK, NAGALAND",-2.73900
2005-03,"LADAKH, LADAKH",-29.01400
2005-03,"KARGIL, JAMMU AND KASHMIR",-26.71400
2005-03,"KINNAUR, HIMACHAL PRADESH",-7.25300
2005-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-6.98900
2005-03,"BARAMULLA, JAMMU AND KASHMIR",-3.14900
2005-03,"PULWAMA, JAMMU AND KASHMIR",-2.48900
2005-03,"KUPWARA, JAMMU AND KASHMIR",-1.81500
2005-03,"BADGAM, JAMMU AND KASHMIR",-0.80400
2005-03,"SRINAGAR, JAMMU AND KASHMIR",-0.80400
2005-03,"KULU, HIMACHAL PRADESH",0.15100
2009-04,"KARGIL, JAMMU AND KASHMIR",-15.53600
2009-04,"LADAKH, LADAKH",-15.26450
2009-04,"KINNAUR, HIMACHAL PRADESH",-4.23350
2009-04,"BARAMULLA, JAMMU AND KASHMIR",-1.93900
2009-04,"LAHUL AND SPITI, HIMACHAL PRADESH",-1.84700
2009-04,"PULWAMA, JAMMU AND KASHMIR",-0.25100
2009-04,"KUPWARA, JAMMU AND KASHMIR",-0.04500
2009-04,"KULU, HIMACHAL PRADESH",0.17900
2009-04,"SRINAGAR, JAMMU AND KASHMIR",0.94800
2009-04,"BADGAM, JAMMU AND KASHMIR",0.94800
2009-03,"LADAKH, LADAKH",-25.75500
2009-03,"KARGIL, JAMMU AND KASHMIR",-21.36200
2009-03,"KINNAUR, HIMACHAL PRADESH",-6.86350
2009-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-5.63450
2009-03,"BARAMULLA, JAMMU AND KASHMIR",-4.81500
2009-03,"KUPWARA, JAMMU AND KASHMIR",-3.49400
2009-03,"PULWAMA, JAMMU AND KASHMIR",-2.06800
2009-03,"SRINAGAR, JAMMU AND KASHMIR",-1.15300
2009-03,"BADGAM, JAMMU AND KASHMIR",-1.15300
2009-03,"TAWANG, ARUNACHAL PRADESH",-0.35000
2013-01,"KARGIL, JAMMU AND KASHMIR",-37.12500
2013-01,"LADAKH, LADAKH",-36.27450
2013-01,"BARAMULLA, JAMMU AND KASHMIR",-10.87900
2013-01,"PULWAMA, JAMMU AND KASHMIR",-10.82200
2013-01,"KUPWARA, JAMMU AND KASHMIR",-10.79300
2013-01,"KINNAUR, HIMACHAL PRADESH",-8.65350
2013-01,"LAHUL AND SPITI, HIMACHAL PRADESH",-8.07750
2013-01,"SENAPATI, MANIPUR",-6.65900
2013-01,"PITHORGARH, UTTARAKHAND",-6.56800
2013-01,"ANANTNAG, JAMMU AND KASHMIR",-6.02900
2002-07,"KARGIL, JAMMU AND KASHMIR",-2.80100
2002-07,"LADAKH, LADAKH",-1.89700
2002-07,"KINNAUR, HIMACHAL PRADESH",5.86800
2002-07,"LAHUL AND SPITI, HIMACHAL PRADESH",7.53900
2002-07,"KULU, HIMACHAL PRADESH",9.11200
2002-07,"KUPWARA, JAMMU AND KASHMIR",10.25700
2002-07,"BARAMULLA, JAMMU AND KASHMIR",10.46300
2002-07,"PULWAMA, JAMMU AND KASHMIR",11.38600
2002-07,"ANANTNAG, JAMMU AND KASHMIR",11.97700
2002-07,"BADGAM, JAMMU AND KASHMIR",12.45800
2001-09,"KARGIL, JAMMU AND KASHMIR",-8.49700
2001-09,"LADAKH, LADAKH",-6.93150
2001-09,"LAHUL AND SPITI, HIMACHAL PRADESH",3.08600
2001-09,"BARAMULLA, JAMMU AND KASHMIR",3.57400
2001-09,"KINNAUR, HIMACHAL PRADESH",4.08700
2001-09,"PULWAMA, JAMMU AND KASHMIR",4.61300
2001-09,"BADGAM, JAMMU AND KASHMIR",5.94900
2001-09,"SRINAGAR, JAMMU AND KASHMIR",5.94900
2001-09,"KUPWARA, JAMMU AND KASHMIR",6.39300
2001-09,"ANANTNAG, JAMMU AND KASHMIR",7.29400
2008-01,"LADAKH, LADAKH",-41.02700
2008-01,"KARGIL, JAMMU AND KASHMIR",-32.30600
2008-01,"LAHUL AND SPITI, HIMACHAL PRADESH",-16.63850
2008-01,"KINNAUR, HIMACHAL PRADESH",-15.68750
2008-01,"BARAMULLA, JAMMU AND KASHMIR",-13.33900
2008-01,"KUPWARA, JAMMU AND KASHMIR",-12.40300
2008-01,"PULWAMA, JAMMU AND KASHMIR",-11.78400
2008-01,"SRINAGAR, JAMMU AND KASHMIR",-10.01200
2008-01,"BADGAM, JAMMU AND KASHMIR",-10.01200
2008-01,"ANANTNAG, JAMMU AND KASHMIR",-8.32500
2002-05,"KARGIL, JAMMU AND KASHMIR",-19.88200
2002-05,"LADAKH, LADAKH",-12.37300
2002-05,"PULWAMA, JAMMU AND KASHMIR",2.10600
2002-05,"BARAMULLA, JAMMU AND KASHMIR",2.13100
2002-05,"LAHUL AND SPITI, HIMACHAL PRADESH",3.74600
2002-05,"KINNAUR, HIMACHAL PRADESH",3.87950
2002-05,"KUPWARA, JAMMU AND KASHMIR",4.18100
2002-05,"SRINAGAR, JAMMU AND KASHMIR",4.98900
2002-05,"BADGAM, JAMMU AND KASHMIR",4.98900
2002-05,"TAWANG, ARUNACHAL PRADESH",5.18700
2010-10,"LADAKH, LADAKH",-16.24500
2010-10,"KARGIL, JAMMU AND KASHMIR",-16.02700
2010-10,"LAHUL AND SPITI, HIMACHAL PRADESH",-3.91300
2010-10,"BARAMULLA, JAMMU AND KASHMIR",-1.65000
2010-10,"KUPWARA, JAMMU AND KASHMIR",-0.08500
2010-10,"PULWAMA, JAMMU AND KASHMIR",0.13200
2010-10,"KINNAUR, HIMACHAL PRADESH",0.69900
2010-10,"ANANTNAG, JAMMU AND KASHMIR",1.27800
2010-10,"SRINAGAR, JAMMU AND KASHMIR",1.56100
2010-10,"BADGAM, JAMMU AND KASHMIR",1.56100
2004-09,"LADAKH, LADAKH",-6.79450
2004-09,"KARGIL, JAMMU AND KASHMIR",-6.53800
2004-09,"KINNAUR, HIMACHAL PRADESH",4.28100
2004-09,"LAHUL AND SPITI, HIMACHAL PRADESH",4.32550
2004-09,"BARAMULLA, JAMMU AND KASHMIR",5.71300
2004-09,"KULU, HIMACHAL PRADESH",5.74100
2004-09,"PULWAMA, JAMMU AND KASHMIR",6.65100
2004-09,"ANANTNAG, JAMMU AND KASHMIR",7.51300
2004-09,"KUPWARA, JAMMU AND KASHMIR",7.61700
2004-09,"SRINAGAR, JAMMU AND KASHMIR",8.04500
2009-06,"KARGIL, JAMMU AND KASHMIR",-7.10300
2009-06,"LADAKH, LADAKH",-4.98900
2009-06,"BARAMULLA, JAMMU AND KASHMIR",2.79200
2009-06,"LAHUL AND SPITI, HIMACHAL PRADESH",3.92100
2009-06,"KUPWARA, JAMMU AND KASHMIR",3.93400
2009-06,"PULWAMA, JAMMU AND KASHMIR",5.87100
2009-06,"KINNAUR, HIMACHAL PRADESH",5.97500
2009-06,"SRINAGAR, JAMMU AND KASHMIR",7.44900
2009-06,"BADGAM, JAMMU AND KASHMIR",7.44900
2009-06,"ANANTNAG, JAMMU AND KASHMIR",8.02000
2013-04,"KARGIL, JAMMU AND KASHMIR",-28.45000
2013-04,"LADAKH, LADAKH",-26.86400
2013-04,"PULWAMA, JAMMU AND KASHMIR",-2.85100
2013-04,"BARAMULLA, JAMMU AND KASHMIR",-2.22600
2013-04,"KINNAUR, HIMACHAL PRADESH",-1.30500
2013-04,"KUPWARA, JAMMU AND KASHMIR",-0.84400
2013-04,"ANANTNAG, JAMMU AND KASHMIR",0.60300
2013-04,"LAHUL AND SPITI, HIMACHAL PRADESH",2.00200
2013-04,"BADGAM, JAMMU AND KASHMIR",4.34100
2013-04,"SRINAGAR, JAMMU AND KASHMIR",4.34100
2012-03,"LADAKH, LADAKH",-35.78700
2012-03,"KARGIL, JAMMU AND KASHMIR",-34.04400
2012-03,"PULWAMA, JAMMU AND KASHMIR",-10.93600
2012-03,"BARAMULLA, JAMMU AND KASHMIR",-8.86800
2012-03,"KUPWARA, JAMMU AND KASHMIR",-7.70000
2012-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-6.73350
2012-03,"KINNAUR, HIMACHAL PRADESH",-6.19950
2012-03,"ANANTNAG, JAMMU AND KASHMIR",-3.88100
2012-03,"BADGAM, JAMMU AND KASHMIR",-1.34300
2012-03,"SRINAGAR, JAMMU AND KASHMIR",-1.34300
2007-04,"LADAKH, LADAKH",-19.06800
2007-04,"KARGIL, JAMMU AND KASHMIR",-16.98900
2007-04,"KINNAUR, HIMACHAL PRADESH",-2.30100
2007-04,"BARAMULLA, JAMMU AND KASHMIR",-0.57000
2007-04,"LAHUL AND SPITI, HIMACHAL PRADESH",0.28200
2007-04,"KUPWARA, JAMMU AND KASHMIR",0.47900
2007-04,"PULWAMA, JAMMU AND KASHMIR",0.78900
2007-04,"BADGAM, JAMMU AND KASHMIR",2.58600
2007-04,"SRINAGAR, JAMMU AND KASHMIR",2.58600
2007-04,"ANANTNAG, JAMMU AND KASHMIR",4.80900
2008-03,"LADAKH, LADAKH",-27.66000
2008-03,"KARGIL, JAMMU AND KASHMIR",-27.19400
2008-03,"KINNAUR, HIMACHAL PRADESH",-4.31250
2008-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-4.21450
2008-03,"BARAMULLA, JAMMU AND KASHMIR",-1.99700
2008-03,"PULWAMA, JAMMU AND KASHMIR",-0.64300
2008-03,"KUPWARA, JAMMU AND KASHMIR",-0.20100
2008-03,"BADGAM, JAMMU AND KASHMIR",0.93900
2008-03,"SRINAGAR, JAMMU AND KASHMIR",0.93900
2008-03,"PHEK, NAGALAND",1.29200
2009-02,"LADAKH, LADAKH",-25.57250
2009-02,"KARGIL, JAMMU AND KASHMIR",-23.96400
2009-02,"LAHUL AND SPITI, HIMACHAL PRADESH",-8.99000
2009-02,"KINNAUR, HIMACHAL PRADESH",-8.15850
2009-02,"BARAMULLA, JAMMU AND KASHMIR",-6.13700
2009-02,"PULWAMA, JAMMU AND KASHMIR",-5.47700
2009-02,"KUPWARA, JAMMU AND KASHMIR",-4.72800
2009-02,"BADGAM, JAMMU AND KASHMIR",-3.68600
2009-02,"SRINAGAR, JAMMU AND KASHMIR",-3.68600
2009-02,"KULU, HIMACHAL PRADESH",-3.00400
2008-10,"LADAKH, LADAKH",-14.13350
2008-10,"KARGIL, JAMMU AND KASHMIR",-13.75900
2008-10,"LAHUL AND SPITI, HIMACHAL PRADESH",-0.31000
2008-10,"KINNAUR, HIMACHAL PRADESH",0.29700
2008-10,"BARAMULLA, JAMMU AND KASHMIR",1.65300
2008-10,"PULWAMA, JAMMU AND KASHMIR",2.99900
2008-10,"KUPWARA, JAMMU AND KASHMIR",3.37000
2008-10,"ANANTNAG, JAMMU AND KASHMIR",4.49800
2008-10,"KULU, HIMACHAL PRADESH",4.53000
2008-10,"SRINAGAR, JAMMU AND KASHMIR",4.78400
2004-07,"LADAKH, LADAKH",-3.27850
2004-07,"KARGIL, JAMMU AND KASHMIR",-3.08700
2004-07,"KINNAUR, HIMACHAL PRADESH",6.29800
2004-07,"LAHUL AND SPITI, HIMACHAL PRADESH",7.89050
2004-07,"KULU, HIMACHAL PRADESH",9.24800
2004-07,"BARAMULLA, JAMMU AND KASHMIR",9.70400
2004-07,"PULWAMA, JAMMU AND KASHMIR",10.53600
2004-07,"CHAMOLI, UTTARAKHAND",10.58400
2004-07,"KUPWARA, JAMMU AND KASHMIR",10.62700
2004-07,"BADGAM, JAMMU AND KASHMIR",12.23400
2006-06,"KARGIL, JAMMU AND KASHMIR",-17.83400
2006-06,"LADAKH, LADAKH",-10.64200
2006-06,"LAHUL AND SPITI, HIMACHAL PRADESH",0.23000
2006-06,"KINNAUR, HIMACHAL PRADESH",2.27500
2006-06,"BARAMULLA, JAMMU AND KASHMIR",5.59600
2006-06,"PULWAMA, JAMMU AND KASHMIR",6.67600
2006-06,"KUPWARA, JAMMU AND KASHMIR",7.40100
2006-06,"SRINAGAR, JAMMU AND KASHMIR",8.85000
2006-06,"BADGAM, JAMMU AND KASHMIR",8.85000
2006-06,"ANANTNAG, JAMMU AND KASHMIR",9.11200
